indice,clip_original,clip_procesado,clip_longitud_original,clip_longitud_procesada,instagram_original,instagram_procesado,instagram_longitud_original,instagram_longitud_procesada,instagram_hashtags,instagram_hashtags_procesados,instagram_menciones,instagram_emojis
10,"visit a venos in the city of san, vibrante colors, vivide colors, vista, vargas, vivic colors, by Milton Menasco, vibrant colors americana, vibrant tourism poster, vtmb, by Miltos Manetas, vallejo, pv, inspired by Miltos Manetas, vibrant.-h 704, morearea",visit venos city san vibrante colors vivide colors vista vargas vivic colors milton menasco vibrant colors americana vibrant tourism poster vtmb miltos manetas vallejo inspired miltos manetas morearea,254,200,"¡AGÉNDALO! ??????????????

¡Prepárate para ser testigo uno de los fenómeno naturales más espectaculares!
Te invitamos este 8 de abril partir de las 9:30 de la mañana al Parque de las Ciudades Hermanas donde se realizará ""Elipse Mazatlán. Visión Sinfónica"" con la Camerata Mazatlán.
El parque será punto de reunión de científicos y de observación pública donde miembros de la Sociedad Astronómica Mazatleca guiará a los asistentes en la contemplación segura del eclipse. 
Asiste y no te pierdas este evento único e histórico en nuestro puerto. Es un evento gratuito.",ser testigo fenómeno naturales espectaculares invitamos abril partir mañana parque ciudades hermanas realizará elipse mazatlán visión sinfónica camerata parque punto reunión científicos observación pública miembros sociedad astronómica mazatleca guiará asistentes contemplación segura eclipse asiste pierdas evento único histórico puerto evento gratuito,565,353,[],[],[],[]
11,"a street with buildings and a red door, downtown mexico, guanajuato, tlaquepaque, colonial era street, in a city with a rich history, by Juan Villafuerte, mexico, puerto rico, colonial house in background, photograph of the city street, by Rodolfo Escalera, storefronts, city street view background",street buildings door downtown mexico guanajuato tlaquepaque colonial era street city rich history juan villafuerte mexico puerto rico colonial house photograph city street rodolfo escalera storefronts city street view,298,218,"Es captado en #Mazatlán bellísimo delfín rosa ??

Se trata de una variante de delfín albino, que tiene ojos rojos y piel rosada. El avistamiento se registró en la Perla del Pacífico, donde la cámara capturó al pequeño delfín rosado nadando en compañía de su mamá ?????",captado bellísimo delfín rosa trata variante delfín albino ojos rojos piel rosada avistamiento registró perla pacífico cámara capturó pequeño delfín rosado nadando compañía mamá mazatl,268,184,['Mazatlán'],['mazatl'],[],[]
12,"a view of the ocean from a balcony in the old town of san, there is a window to the sea, window with rio de janeiro view, lookout tower, taormina amphitheatre, looking out over the sea, naples, gulf of naples, ocean cliff view, overlooking the ocean, cinq terre, watch tower, mediterranean architecture, aquamarine windows",view ocean balcony old town san window sea window rio janeiro view lookout tower taormina amphitheatre looking sea naples gulf naples ocean cliff view overlooking ocean cinq terre watch tower mediterranean architecture aquamarine windows,322,237,"En el libro de texto de Geografía de 1993 viene esta lección El 8 de abril del año 2024 ocurrirá un eclipse total de Sol que podrá observarse en la República Mexicana.

Y aquí estamos, a tres semanas de presenciar este evento astronómico. La temperatura bajará, los animales enmudecerán y la oscuridad convertirá la luz de sol en noche. No volveremos a ver un eclipse total solar así hasta dentro de 375 años.

Mazatlán será el mejor punto para observarlo ¿Estás listo?",libro texto geografía viene lección abril año ocurrirá eclipse total sol podrá observarse república aquí tres semanas presenciar evento astronómico temperatura bajará animales enmudecerán oscuridad convertirá luz sol noche volveremos ver eclipse total solar así dentro mejor punto observarlo listo,471,297,[],[],[],[]
13,"the sunset over the town of st lucia, saint lucia island, saint lucia island, saint lucia island, saint lucia island, by Mattise, travel ad, cinemÃ¡tica, sunset panorama, horizont, instagram contest winner, mexico, mattepainting, sunset view, colorful sunset!!, sunset in background, postcard, beautiful mattepainting, colorful sunset",sunset town lucia saint lucia island saint lucia island saint lucia island saint lucia island mattise travel cinemática sunset panorama horizont contest winner mexico mattepainting sunset view colorful sunset sunset postcard beautiful mattepainting colorful sunset,334,264,"¡Prepárate para disfrutar del eclipse solar del 8 de abril de 2024 de forma segura! ???? Conoce algunas recomendaciones clave para proteger tu vista.
Asegúrate de cuidar tus ojos mientras disfrutas de este evento. ¡No te arriesgues, sigue las recomendaciones y disfruta del eclipse con total tranquilidad!",disfrutar eclipse solar abril forma segura conoce recomendaciones clave proteger cuidar ojos mientras disfrutas evento arriesgues sigue recomendaciones disfruta eclipse total tranquilidad,305,187,[],[],[],[]
14,"a kayaker is floating in the water, small canoes, 3 boat in river, drone photography, aerial shot from the drone, 4k drone photography, drone photograph, color aerial photo drone, green waters, shot from a drone, drone photo, boats in the water, drone camera angle, drone shot, overhead photography, two hovering twin nuns",kayaker floating water small canoes boat river drone photography aerial shot drone drone photography drone photograph aerial drone waters shot drone drone boats water drone camera angle drone shot overhead photography two hovering twin nuns,322,240,"????? Olas Altas hace algunos años ¡Una mirada nostálgica!
¿Tienes fotos de Mazatlán? etiquétanos  #VisitMazatlan ?????",olas altas hace años mirada nostálgica fotos mazatlán etiquétanos visit mazatlan,119,80,['VisitMazatlan'],"['visit', 'mazatlan']",[],[]
15,"the sun sets over the rocks at the coast, golden hour in pismo california, large twin sunset, sun sunset, with two suns in the sky, sunset kanagawa prefecture, two suns are in the sky, which shows a beach at sunset, the sun at their back, the sun on the horizon, golden sunset, brilliant sunset, summer sunset, gigantic sun",sun sets rocks coast golden hour pismo california large twin sunset sun sunset two suns sky sunset kanagawa prefecture two suns sky beach sunset sun back sun horizon golden sunset brilliant sunset summer sunset gigantic sun,323,223,"¿Quieres un plan diferente? ????
¡Veranos te espera con emocionantes tirolesas, paseos en cuatrimoto, deliciosos restaurantes, relajantes aguas termales y mucha historia! ¡Descubre la aventura y la tradición en un solo lugar!
Ubicación: ??https://maps.app.goo.gl/NYb4TNH5DFMdnawR9",plan diferente espera emocionantes tirolesas paseos cuatrimoto deliciosos restaurantes relajantes aguas termales mucha historia aventura tradición solo lugar ubicación,280,167,[],[],[],[]
16,"a view of the city of puerto at night, tropical coastal city, scenic view at night, puerto rico, salvador, aerial photo night vision, long beach background, vibrant city lights, dakar, city at night, night view, night sea, the sea seen behind the city, city lights on the horizon, caribbean, photo taken with ektachrome, colombia",view city puerto night tropical coastal city scenic view night puerto rico salvador aerial night vision long beach vibrant city lights dakar city night night view night sea sea seen behind city city lights horizon caribbean taken ektachrome colombia,329,249,"¡Sube en el funicular y disfruta de vistas increíbles en tu camino hacia el Observatorio 1873! ??????
??@annieynaturaleza",funicular disfruta vistas increíbles camino hacia observatorio,121,62,[],[],['annieynaturaleza'],[]
17,"a wine cellar with barrels and barrels in the background, wooden crates and barrels, mirror and glass surfaces, transparency glass, reflections in copper, inside in a glass box, barrels, cellar, vertical orientation, glass reflections, looking through frosted glass, inside a glass box, reflections on a glass table, reflective surfaces, photographic still, backrooms, lots of reflective surfaces",wine cellar barrels barrels wooden crates barrels mirror glass surfaces transparency glass reflections copper inside glass box barrels cellar vertical orientation glass reflections looking frosted glass inside glass box reflections glass table reflective surfaces photographic still backrooms lots reflective surfaces,396,317,"¡Mazatlán entre los 10 Destinos más Acogedores del Mundo! ????
Hemos asegurado el octavo lugar entre los destinos más acogedores del mundo en 2024, según Booking y ¡con más de 309 millones de reseñas verificadas de viajeros! ????
Booking destaca su exquisita gastronomía, influenciada por culturas prehispánicas y coloniales. ????

1. Arraial dAjuda, Brasil
2. Ermúpoli, Grecia
3. Viana do Castelo, Portugal
4. Daylesford, Australia
5. Grindelwald, Suiza
6. Moab, Estados Unidos
7. Uzès, Francia
8. Mazatlán, México
9. Jaisalmer, India
10. Fujikawaguchiko, Japón",destinos acogedores mundo asegurado octavo lugar destinos acogedores mundo según booking millones reseñas verificadas viajeros booking destaca exquisita gastronomía influenciada culturas prehispánicas coloniales arraial dajuda ermúpoli viana castelo daylesford grindelwald moab uzès mazatlán jaisalmer fujikawaguchiko japón,563,323,[],[],[],[]
18,"a plate of food with meat and vegetables, tentacles wrapped around burgers, dripping bbq sauce, kevin bacon made out of bacon, fish squid and jellyfish, barbecue, octopus tentacles, tacos, seafood in preserved in ice, serving rack of ribs, onion man, pork meat, burger on a plate, hamburger mix jellyfish, kebab, food styling",plate food meat vegetables tentacles wrapped around burgers dripping bbq sauce kevin bacon made bacon fish squid jellyfish barbecue octopus tentacles tacos seafood preserved ice serving rack ribs onion man pork meat burger plate hamburger mix jellyfish kebab food styling,325,271,"¿Conoces esta iglesia? ?? 
Situada en el encantador pueblo señorial de ""El Quelite"", a tan solo 40 minutos de Mazatlán. ¡No te pierdas la oportunidad de visitarla! Además, podrás deleitarte con un exquisito desayuno y pasear por sus pintorescas calles empedradas. ??
.
.
.
#mazatlan #mzt #visitmazatlan #elquelite #vacaciones #carnaval #carnavalmazatlan",iglesia situada encantador pueblo señorial quelite tan solo minutos mazatlán pierdas oportunidad visitarla además podrás deleitarte exquisito desayuno pasear pintorescas calles empedradas mazatlan mzt visitmazatlan elquelite vacaciones carnaval carnavalmazatlan,353,261,"['mazatlan', 'mzt', 'visitmazatlan', 'elquelite', 'vacaciones', 'carnaval', 'carnavalmazatlan']","['mazatlan', 'mzt', 'visitmazatlan', 'elquelite', 'vacaciones', 'carnaval', 'carnavalmazatlan']",[],[]
19,"a woman in a pink bikini floating in the ocean, infinity concentric pool, dream pool, green oozing pool pit, infinity pool, floating on the ocean, small wellness relaxation pool, rectangular pool, wellness pool, floating in the ocean, tropical pool, a pool inside the giant palace, next to a tropical pool, pools, sit on the edge of swimming pool",woman pink bikini floating ocean infinity concentric pool dream pool oozing pool pit infinity pool floating ocean small wellness relaxation pool rectangular pool wellness pool floating ocean tropical pool pool inside giant palace next tropical pool pools sit edge swimming pool,346,277,"Disfruta de restaurantes con vistas panorámicas inigualables y atardeceres cautivadores. ¡Vive la experiencia de Marina Mazatlán! ???
??Ubicación: https://maps.app.goo.gl/WbUVnzZ98qJdE7dBA
 #MarinaMazatlán #Mazatlan #Mzt #VisitMazatlan",disfruta restaurantes vistas panorámicas inigualables atardeceres cautivadores experiencia marina mazatlán ubicación marina mazatl mazatlan mzt visit mazatlan,235,158,"['MarinaMazatlán', 'Mazatlan', 'Mzt', 'VisitMazatlan']","['marina', 'mazatl', 'mazatlan', 'mzt', 'visit', 'mazatlan']",[],[]
20,"the interior of a church with columns and a chandel, the blessed aisles, by Pacita Abad, mitre, white marble interior photograph, white church background, arched ceiling, portlet photo, cam de leon, pillars and arches, inside the tomb of jesus, high arched ceiling, vaulted ceiling, inside cathedral, baroque architecture",interior church columns chandel blessed aisles pacita abad mitre marble interior photograph church arched ceiling portlet cam leon pillars arches inside tomb jesus high arched ceiling vaulted ceiling inside cathedral baroque architecture,321,237,"Uno de los Spots fotográficos más románticos??? 
.
.
.
#mazatlan #mzt #visitamazatlan #visitmazatlan #beach #carnaval #sinaloa #mexico #vacaciones #playa @toquedeadrenalina",spots fotográficos románticos mazatlan mzt visitamazatlan visitmazatlan beach carnaval sinaloa mexico vacaciones playa,172,118,"['mazatlan', 'mzt', 'visitamazatlan', 'visitmazatlan', 'beach', 'carnaval', 'sinaloa', 'mexico', 'vacaciones', 'playa']","['mazatlan', 'mzt', 'visitamazatlan', 'visitmazatlan', 'beach', 'carnaval', 'sinaloa', 'mexico', 'vacaciones', 'playa']",['toquedeadrenalina'],[]
21,"people sitting at tables in the shade of a tree, tlaquepaque, downtown mexico, guanajuato, in a sidewalk cafe, outdoors mesa setting, un restaurant avec une terrasse, bustling with people, breakfast at las pozas, patio, vivide colors, vibrant atmosphere, photo taken with ektachrome, getting his tacos and drink)",people sitting tables shade tree tlaquepaque downtown mexico guanajuato sidewalk cafe outdoors mesa setting restaurant avec une terrasse bustling people breakfast las pozas patio vivide colors vibrant atmosphere taken ektachrome getting tacos drink,312,248,"Etiqueta con quien visitarás Mazatlán este 2024 ?????#mazatlan #mzt #visitmazatlan #playa #beach #sunset 
.
.
.

??@mazatlanhomes",etiqueta visitarás mazatlán mazatlan mzt visitmazatlan playa beach sunset,129,73,"['mazatlan', 'mzt', 'visitmazatlan', 'playa', 'beach', 'sunset']","['mazatlan', 'mzt', 'visitmazatlan', 'playa', 'beach', 'sunset']",['mazatlanhomes'],[]
22,"a street with palm trees and buildings at dusk, colonial era street, tlaquepaque, downtown mexico, city street at dusk, the city of santa barbara, streets of salvador, photograph of the city street, palermo city street, dusk on a city street, purple lighted street, mexico, puerto rico, street at night, town center background",street palm trees buildings dusk colonial era street tlaquepaque downtown mexico city street dusk city santa barbara streets salvador photograph city street palermo city street dusk city street purple lighted street mexico puerto rico street night town center,326,259,"?? ¡Vámonos a la tamaliza en La Noria! ???? 
Este ???? ???? ??????????, no te pierdas la quinta edición de la ?????????? ?????? ?????????? en el pueblo Señorial de La Noria, Mazatlán, Sinaloa. Organizado por  La Noria Mi Pueblo Querido

El aroma a leña te guiará hacia este rincón a solo 32 km al noroeste de Mazatlán, donde la gastronomía, artesanías y buena vibra son protagonistas. ????

?? Fecha: 28 de enero, a partir de las 9:00 am
?? Lugar: Plaza pública de La Noria, Mazatlán

Descubre tamales salados, dulces y hasta gourmet ¡Hay para todos los gustos! ???
Disfruta de música, ambiente familiar y más de 25 puestos en el tradicional Tianguis, donde podrás probar delicias como pan calientito, empanadas, tacos de guiso, destilado de agave Los Osuna, buñuelos, huaraches de vaqueta, souvenirs y mucho más. ????? Secretaría de Desarrollo Económico, Turismo y Pesca de Mazatlán 
#FeriaDelTamal #LaNoriaGastronómica #SinaloaDelight #Tamaliza2024 #vivelanoria",tamaliza noria pierdas quinta edición pueblo señorial noria mazatlán sinaloa organizado noria pueblo queridoel aroma leña guiará hacia rincón solo noroeste mazatlán gastronomía artesanías buena vibra protagonistas fecha enero partir lugar plaza pública noria mazatlándescubre tamales salados dulces gourmet gustos disfruta música ambiente familiar puestos tradicional tianguis podrás probar delicias pan calientito empanadas tacos guiso destilado agave osuna buñuelos huaraches vaqueta souvenirs secretaría desarrollo económico turismo pesca mazatlán feria tamal noria gastron mica sinaloa delight tamaliza vivelanoria,963,618,"['FeriaDelTamal', 'LaNoriaGastronómica', 'SinaloaDelight', 'Tamaliza2024', 'vivelanoria']","['feria', 'tamal', 'noria', 'gastron', 'mica', 'sinaloa', 'delight', 'tamaliza', 'vivelanoria']",[],[]
23,"a woman sitting on a couch next to a window, tanned ameera al taweel, looks like ebru Åahin, maya ali sorceress, loba andrade from apex legends, maya ali wind sorcerer, maya ali mage, photo of slim girl, inspired by Maud Naftel, inspired by Florence Engelbach",woman sitting couch next window tanned ameera taweel looks ebru åahin maya ali sorceress loba andrade apex legends maya ali wind sorcerer maya ali mage slim girl inspired maud naftel inspired florence engelbach,260,210,"?? ¡El privilegio de ser de #Mazatlán!
Es temporada de avistamiento de ballenas y estos magníficos ejemplares nos visitan cada año y nos regalan estas espectaculares postales. 
No dejes pasar la oportunidad de ver de cerca a estos cetáceos que solo estarán de visita hasta el mes de marzo.
Fotografía: Rafael Narval ????",privilegio ser temporada avistamiento ballenas magníficos ejemplares visitan cada año regalan espectaculares postales dejes pasar oportunidad ver cerca cetáceos solo visita mes rafael narval mazatl,320,197,['Mazatlán'],['mazatl'],[],[]
24,"a clock tower with a clock on top, tlaquepaque, religiÃ³n, portal, las pozas, orange roof, orange and blue colors, strong blue and orange colors, cuban setting, guanajuato, bells, by Rodolfo Escalera, clock tower, spires, vibrante colors, pagoda with a lot of wind chimes",clock tower clock top tlaquepaque religión portal las pozas orange roof orange colors strong orange colors cuban setting guanajuato bells rodolfo escalera clock tower spires vibrante colors pagoda lot wind chimes,271,212,"¡Sumérgete en la magia de Olas Altas, Mazatlán! ?? Descubre un paraíso donde las olas besan la costa y el sol pinta el cielo de tonos cálidos. ??? Explora la esencia de la vida costera, donde la belleza del Pacífico se encuentra con la autenticidad de Mazatlán.??? #OlasAltas #MazatlánMagic #playavibes 
.
.
.
.
??Diego Fernando Vela Azcona",magia olas altas mazatlán descubre paraíso olas besan costa sol pinta cielo tonos cálidos explora esencia vida costera belleza pacífico encuentra autenticidad diego fernando vela azcona olas altas mazatl magic playavibes,340,220,"['OlasAltas', 'MazatlánMagic', 'playavibes']","['olas', 'altas', 'mazatl', 'magic', 'playavibes']",[],[]
25,"a woman doing yoga on the beach at sunset, elegant floating pose, starfish pose, anjali mudra, standing athletic pose, centered full body pose, yoga meditation pose, yoga pose, sexy pudica pose gesture, lotus pose, marjaryasana and bitilasana, meditative sacral pose, pointÃ¨ pose, serpentine pose, serpentine pose gesture",woman yoga beach sunset elegant floating pose starfish pose anjali mudra standing athletic pose centered full body pose yoga meditation pose yoga pose sexy pudica pose gesture lotus pose marjaryasana bitilasana meditative sacral pose pointá pose serpentine pose serpentine pose gesture,322,285,"??: Mirador de Cristal
??: 30 pesos
???????: 334 escalones 
?: 6:30 am - 6:30 pm 
#mazatlan #sinaloa #mexico #miradordecristal #miradordecristalmazatlan",mirador cristal pesos escalones mazatlan sinaloa mexico miradordecristal miradordecristalmazatlan,152,97,"['mazatlan', 'sinaloa', 'mexico', 'miradordecristal', 'miradordecristalmazatlan']","['mazatlan', 'sinaloa', 'mexico', 'miradordecristal', 'miradordecristalmazatlan']",[],[]
26,"a city with a red and white text that reads, ' la ', puerto rico, octan, guanajuato, 8k octan advertising photo, puerto rican super hero, website banner, fibanci background, mapbox, white buildings with red roofs, urban city background, city + graffiti background, canva, trending on unsplash",city text reads puerto rico octan guanajuato octan advertising puerto rican super hero website banner fibanci mapbox buildings roofs urban city city graffiti canva trending unsplash,292,181,"Descubre la majestuosidad del océano y del puerto desde las alturas en el Faro de Mazatlán. Un horizonte que abraza la belleza del Pacífico te espera. ?? #Mazatlán
.
.
.
?? @elias_perazaa",descubre majestuosidad océano puerto alturas faro mazatlán horizonte abraza belleza pacífico espera mazatl,187,106,['Mazatlán'],['mazatl'],['elias_perazaa'],[]
