prompt_procesado_es,fuente,cluster,sentimiento,frame,subtopico
casa pequena techo techo paja extravagantes tiendas manualidades recuerdos escaparates desayuno poxas tienda tlaquepacque tiendas neon tienda gran detallado tienda tellas tiendas dentro tienda articulos magicos playwood treehouse tropicalism centro ciudad,descripcion,4,NEU,NEUTRAL,-1
woman bikini posing beach victoria s secret model metal bikini sling bikini supermodel body beautiful woman body dressed belts bikini shiny plastic bikini realistic bikini swimsuit model victoria s secret monokini bikini model wearing two piece swimsuit bikini dressed bikini elegant bikini,descripcion,5,POS,NEUTRAL,-1
buceo rojo santuario submarino estatuas submarinas templo previo inca templo submarino pescado escena terror submarino guanyin mares sur humanos esconden ciudad atlantis perdida ciudad atlantis,descripcion,7,NEU,NEUTRAL,-1
camina caribe coco paraiso magica palma caribena estado animo charcos cocoteros palmeras tragos baile baile,descripcion,8,NEU,NEUTRAL,-1
letrero dice caliente soleada caluroso soleado altamente detallado cocoteros gilligan mono tropicalismo caliente seco inspirado ralph burke tyree corona conchas cubiertos coral barnacles coco palmeras,descripcion,8,NEU,NEUTRAL,-1
bikini blanco monokini kate upton traje bano dos piezas traje bano modelo traje bano cerrado traje bano humedo traje bano cuerpo suite natacion diosa ilustrado deportivo ben watts totalmente corporal usando traje bano extremadamente caluroso cuerpo supermodelo figiguen deportes ben watts usando traje bano extremadamente caliente supermodelo cuerpo supermodelo plena figiguedad,descripcion,5,NEU,NEUTRAL,-1
sentado proa arriba hacia abajo ariel arriba abajo arriba hacia abajo 45 grados encima cabeza yate disparo arriba hacia abajo arriba hacia abajo tiro aereo agente aereo,descripcion,3,NEU,NEUTRAL,-1
bikini posando zorra bikini verde bikini honda jamaica niele toroni vsx imaan hammam cuerpo cara sexy ebano pose lacious cuerpo diosa cuerpo fuerte super caliente sexy etiope forma fisico verde traje verde,descripcion,5,POS,NEUTRAL,-1
proa flotando diosa hermoso profundas centro diosa abierto reina yate,descripcion,1,NEU,NEUTRAL,-1
sentada roca vistas maisie williams lily collins emma watson para cosmopolitan diosa viajes cliff amy yasbeck girl miring ocean waves cerca templo crystal atlantis jamaica varadero beach acantilado emma watson swimsuit sophisuit sofsuit sophisuit,descripcion,1,NEU,NEUTRAL,-1
persona vierte chocolate tazon salsa chocolate jarabe arce dulce azucar caliente poco salsa chocolate rio chocolate arte chocolate gastronomia molecular cubierto chocolate derretido pintura chocolate negro espojos negros salen goteo negro goo negro pegajoso gloze aceite fuji chocolate cara goo negro salpicado goo negro pegajoso totalmente chocolate,descripcion,6,NEU,NEUTRAL,-1
coctel rebanada lima mariscos conservado hielo vidrio ron hecha comida hecha bebida dave arredondo traves ketchup barra bebida gente bebe cocteles camarones,descripcion,6,NEU,NEUTRAL,-1
woman sitting steps colorful building okuda sam miguel city armenia quindio sitting top rainbow bg colors jamaica polychromatic colors rainbow melting scheme vivid rainbow colors art cover rainbow line art vibrant colors americana polychromatic spectrum rainbow trail rainbow colorful composition,descripcion,5,NEU,NEUTRAL,-1
sentada rocas vistas mirando olas mirando mirando acantilado mirando hacia vistas vistas vistas puerto rico hawaii,descripcion,1,NEU,NEUTRAL,-1
camina atardecer atardecer naranja pastel atardecer colorido iluminado naranja atardecer colorido atardecer hermoso atardecer naranja mirando atardecer naranja rojo colorido vibrante puesta calidos atardecer espectacular parejas naranjas puesta naranja,descripcion,4,NEU,NEUTRAL,-1
sale cuerda colgando cuerda expectativa aventura puente colgante cuerdas puentes cuerda dos colgando balanceandose vid abismo conectado puente colgante inspirado robert macaulay stevenson puente suspendido dos twin ghein nuns puente cuerda cisne adventure aventura epic belaying belayinging belaying belleza belaying puente suspendido,descripcion,3,NEG,NEUTRAL,-1
grupo personas sentadas perro havanes terraza observacion shih tzu cubierta barco abrigo tumba negra azabache silla individual sillas cavalier king charles spaniel laton sola silla barco sillas comodas muebles salon anuncio viaje senta silla estilo fantasia disney disney,descripcion,3,POS,NEUTRAL,-1
persona lee libro libro mano leyendo libro reading relajante libro abierto es relajante leyendo debajo arbol libro grande abierto relajandose leyendo nuevo libro gran libro abierto relajandose dia soleado libro intentando leer,descripcion,4,POS,NEUTRAL,-1
pajaro boca abierta su pico abierto gaviota aviar boca abierta aaaaaaaaaaaaaaaaaaaaaaaaaaaa cuidado,descripcion,3,NEU,NEUTRAL,-1
bikini verde cuerpo ilustrada deportiva hembra curvilinea bikini verde traje bano verde gran ancho fisico fuerte curvas femeninas atractivas tamano grande forma cuerpo perfecta cuerpo verde modelo curvilineo cuerpo humedo cuerpo curvilineo saliendo voluptuosa hulk,descripcion,5,POS,NEUTRAL,-1
pequena sombrero mirando olas sombrero viaje inspirada otilie maclaren wallace gorra bano blanca atuendo concha marina vacaciones marte ojos cubiertos sombrero envoltura cabeza tela chica pequena mira maldives,descripcion,1,NEU,NEUTRAL,-1
beach palm trees hut beach vegetation beach beautiful island beach coconut trees background beach paradise white sandy beach beautiful beach beach paradise breath taking beautiful beach palm trees beach mood setting coastal city beach background,descripcion,8,NEU,NEUTRAL,-1
pareja paradas rocas atardecer boda profesional tendencia unsplash jordan matter photography magic hour photography shout golden hour cinematic lens broare seleccion superior unsplash presentado unsplash coloridos bengalas lentes boda hora dorada desactivada golden hour canon ts e 17 mm f 4,descripcion,3,NEG,NEUTRAL,-1
par kayak caribena paleta centro cerca templo cristal atlantis pequenas canoas charcos kayak bosque lentes ultra brillantes flotando lata amarilla kayak bosque lente brillantes,descripcion,1,NEU,NEUTRAL,-1
flotando retrato barco hundido naufragios campamento fuego naufragio hundido barco destruido submecanofobia titanic hundiendo naufragio alienigena parte sunken lago mariana trench sumergida para desperdiciar escombros antigua nave espacial estrellada,descripcion,1,NEU,NEUTRAL,-1
pareja sentada carrito golf jerry weiss escena escenario vehiculo estetica ruedas carro viajes aventuras vehiculos relajandose gente relajandose resort carro blando fiesta diseno vehiculos vehiculos,descripcion,3,NEU,NEUTRAL,-1
sentado balcon mira vegetacion cocoteros paraiso recurso caribena lote vegetacion exotica paradato palmeras coconutas entorno oceanos caribro vegetacion paradio burquio barra,descripcion,8,NEU,NEUTRAL,-1
pool resort maldives islands infinity pool wellness pool azure blue water dream pool clear blue water infinity concentric pool small wellness relaxation pool infinity pool mirrors puddles turquoise water azure ocean turquoise horizon sit edge swimming pool blue ocean blue waters deep blue oceans rectangular pool,descripcion,1,NEU,NEUTRAL,-1
camina cancua can magica palma puerto rico ciudad costera lado paraiso ninas miran ondas cerca,descripcion,8,NEU,NEUTRAL,-1
medio islas dispersas muchas islas hermosas imagenes panoramicas islas voladoras archipielago voladora gran arrecife barrera hermosos paisajes marinos zafiro debajo realista costa hecha caviares puderos turboos turboes debajo,descripcion,7,NEU,NEUTRAL,-1
ballena nadan ballena brillante criatura gigante nadando superficie ballena galaxia ballena animal marino gran leviatan submarino ballena jorobada manta ballena espacial mundo submarino escamas detalladas monstruos ballenas escamas espotores blancos criaturas maritimas criaturas tropicales,descripcion,2,NEU,NEUTRAL,-1
vaso ensalada camarones cuna limon mariscos conservado hielo trucos salsa revista gastronomica galardonada alimentos increible alimentos enfoque alimentos alimentos deliciosa comida ambiente moderna alimentos recubierto alimentos llenos alimentos revista gastronomica bocadillos camarones profesionales alimentos hd fotography hd fotografias llenas alimentos,descripcion,9,NEU,NEUTRAL,-1
dos personas roncando nadando profundamente buceo flotando flotando lago nadando pov hundiendo submarino submarina profunda camara submarina cajas realidad virtual suspendida flotante nadando traves escena horror submarino escenas submarinas flotando nadando traves escena horror,descripcion,7,NEU,NEUTRAL,-1
centro beach resort puerto rico puro escenario rayos vegetacion miami beach oceanos profundos animo profundo filtro soleado lienzo solo limpio,descripcion,8,NEU,NEUTRAL,-1
sentada tocon arbol imaan hammam piel bronceada profunda piernas largas delgadas muy hermosas piernas muy hermosas muy delgadas suite natacion cuero sydney park sentado muelle madera cuerpo hermoso tostada cuerpo completamente piel tostada suave,descripcion,5,NEU,NEUTRAL,-1
bikini imaan hammam sydney park cristal transparente sirena cristalina piel lisa poco profundas medio,descripcion,2,POS,NEUTRAL,-1
vestido rosa sentado terraza madera leona soleada anuncio lujo sombrilla parasol revista sunset paraguas colorido bar parasols super modelo indio vibrancia cinematica verano vitalidad verano barra fluida neon todavia l estate retrato sherlyn chopra,descripcion,5,POS,NEUTRAL,-1
propone cubierta propone su novia ultimo gigachad tendencia pinterest anillo es horizontal anuncios anillo compromiso tendencia redes sociales gigachad tendencia pinterest com tendencia pintrest gigachad definitiva,descripcion,3,NEU,RESPONSABILIDAD,-1
bikini talla grande lizzo espesa talla grande suite natacion cuero talla grande hembra curvas bbw modelo seductora tamano forma cara cuerpo 30 anos cuba curvel piel marron atractivas curvas femeninas,descripcion,5,POS,NEUTRAL,-1
parada frente letras coloridas sombrero paja mono sombrero viaje evanna lynch varadero rachel amber telon colorido sombrilla ellie bamber dama joven linda dama ropa colorida vitalidad verano sombrero vibrantemente colorido maisie williams,descripcion,5,NEU,NEUTRAL,-1
piscina gente gran piscina angulo camara drones drones disparo aereo desde dron arriba hacia abajo 45 grados pajaro mira aves ojos arriba hacia abajo punto drones dji hacia abajo ojos pajaro ojos aves drones drones,descripcion,3,NEU,NEUTRAL,-1
camina calle vestido blanco centro mexico diosa viajes aventuras guia viajes delgada vestido boho blanco viajes mexico calles ciudad forestal detras ella viajes turismo inspirados robert macaulay stevenson fashion aztec street fashion antiguas ciudades ciudad detras ella puona puta cobbadores calles cobbadores cobbadores,descripcion,4,NEU,NEUTRAL,-1
faro blanco farol da barra light house lighthouse one point light dave arredondo edificio blanco techo metal galvalumina tonos claro blanco faro desierto cono luz superior alza lavado blanco pintura luz busqueda solar,descripcion,3,NEU,NEUTRAL,-1
plato taco camarones botella tequila tacos taco alimentos 4k 4 k alimentos alimentos hd corona alimentos corona renderizada comida primer plano increible profesional alimentos estilo alimentos galardonados sombrilla renderizado coronas alimentos,descripcion,9,NEU,NEUTRAL,-1
persona nado atardecer jamaica relajo atardecer jamaica puesta hora dorada boracay centro maldivas puesta durante atardecer muestra caribe nadando,descripcion,1,NEU,NEUTRAL,-1
camina muelle camina rio delgada lienzo caminando hacia ti bailando caminando hacia ti caminando hacia derecha modelo chica delgada paraiso panoramica caminando perforacion,descripcion,4,NEU,NEUTRAL,-1
aerea islas caribe caribe coastal city puddles turquese water paradise beautiful magical palm beach ocean costa costa costa marina paisajes marinos aerolineo costa es es,descripcion,8,NEU,NEUTRAL,-1
dos mujeres vestidos blancos sentados rocas cerca kent monkman sirena distancia epica 3 oshun moana reunion retrato joven pocahontas epica 3 yemaya pocahontas arbitral diseno disfraces hecho amor diosa aztec carros tai vestido,descripcion,3,NEU,NEUTRAL,-1
vestido rojo camina magica palma paraiso palmeras impresionante paraiso maldives baile magica ambiente vestido rojo sombrero rojo vegetacion,descripcion,8,NEU,NEUTRAL,-1
sombrero sombrero pescando poste pesca sombrero pescadores pesca pesca pescador dos manos alcanzando pescado sosteniendo pez mano proa centro abierto lago,descripcion,7,NEU,NEUTRAL,-1
parada muelle mirando hacia mirando puesta puesta grandes nubes detras ella mirando olas mirando hacia puesta mirando atardecer atardecer paraiso puesta avanzando hacia puesta,descripcion,1,POS,NEUTRAL,-1
pajaro vuela vegetacion pterosaurios volando jamaica efecto paralaje 3d tranquilo borde exterior magica palma coco tropicalismo,descripcion,8,NEU,NEUTRAL,-1
estatua sentada roca epica 3 yemaya epica 3 oshun mami wata epica 3 oxaguiana figura femenina piel completa humanoide reptiles calientes grandes estatuas video maya realista estatua 3d surburb 3 maya estatua perfecta perfecta,descripcion,2,POS,NEUTRAL,-1
nino atardecer silueta atardecer hora dorada boracay atardecer dos soles puesta puesta puesta atardecer atardecer puesta mas atardecer muestra atardecer atardecer atardecer,descripcion,1,NEU,NEUTRAL,-1
automovil ha dejado viejo automovil abandonado hunde humanos esconden sumergidos para desperdiciar armadura ambiente submarino naufragio barcos alienigenas retrato barco hundido enchapado armadura envejecido campamento debajo barco hundido naufragios submarino apaleo modos automoviles extremos modos pescado tanque pescado camacud,descripcion,7,NEU,NEUTRAL,-1
roncea arbol grande barco hundido retrato barco hundido templo submarino pescado suspendido parcialmente naufragio santuario submarino rodea barco naufragios ciudad submarina sumergida debajo escena terror terror casa madera barco madera ciudad ciudad ciudad,descripcion,7,POS,NEUTRAL,-1
parada muelle mirando pantalones cortos suite natacion cuero templos detras ella mexico maldivas recurre piel bronceada camisa pantalones cortos cubierta barcos marina federovna modelo instagram sexy pantalones cortos,descripcion,1,NEU,NEUTRAL,-1
dos personas sostienen ostras vaso jugo naranja perlas oyestres ostras conchas percebes perlas conchas mariscos conservado hielo conchas marinas alimentos tendencia concha hecha alimentos conchas textura piel limon abalones pistas martillo gamillas brillantes top top parte superior,descripcion,2,POS,NEUTRAL,-1
flota cerca medio drones avion tripulado disparo aereo desde dron drones disparado desde dron flotando drones drones cabildillas disparo drones fotografias drones claras mares despejados,descripcion,3,NEU,NEUTRAL,-1
escena calle gente sentada mesas ibiza muchas tiendas marbella calle ciudad calle verano cerca calles estrechas sinuosas acogedoras calles lunar ocupadas callejon espanol calles estrechas mercado ocupado bullicioso gente muchas senales tiendas costa blanca calle verano calle concurrida britanico atmosfera vibrante,descripcion,4,NEU,NEUTRAL,-1
ballena nadada buzo nadando superficie submarina submarina mundo submarino subaquatica submarina ballena brillante premio nacional geografica oceanos profundos buzo debajo vida submarina criaturas maritimas tropicales vida acuatica gemela profundas profundas,descripcion,7,POS,NEUTRAL,-1
roncada flotando flotando cristalina cristalina cristalina clara charcos flotando arrecifes gran barrera mares claros clara cristalina medio hermoso cuidado,descripcion,7,NEU,NEUTRAL,-1
viaja traves cerca pequena botes drones zafiro debajo centro fotography aviones tripulados via fluvial retorcida verdes barcos malduras vision drones drones drones disparado dron disparado,descripcion,3,NEU,NEUTRAL,-1
rocas vistas atardecer mirando atardecer horizonte mirando atardecer atardecer atardecer mirando hacia atardecer puesta ambiente atardecer puesta puesta verano atardecer ninas mirando oseas,descripcion,1,NEU,NEUTRAL,-1
cabana techo paja vegetacion transparente varadura caribeno mexico arena blanca caribena playas blancas raices desacuerdo arena blanca,descripcion,8,POS,NEUTRAL,-1
calle muchos articulos coloridos cuelgan arboles manualidades recuerdos muchas tiendas muchas letreros tiendas mercado callejero vendedores ambulantes tiendas extravagantes soporte mercado vietnam proveedores puestos mercado ocupado mercado artesanias mas hartper bazaar okinawa japon vibrante clado vibrante valores valores valles valientes valores valores valores valientes,descripcion,4,NEU,NEUTRAL,-1
persona sostiene pequena pieza fruta frutas flores hecha flores frutas vendedores ambulantes flores comestibles mango flores naranja soporte frutas briana mora profesional frutas mexico frutas citrinitas frutas frescas frutas plumas salsa salsa vendedores locales naranja parte centro mexico,descripcion,4,NEU,NEUTRAL,-1
corre muelle madera sentado embarcadero sentado muelle madera muelles tormentas detras cerca embarcadero pequeno muelle jesus caminando saliendo cubierta barco,descripcion,1,NEU,NEUTRAL,-1
traje bano negro encuentra portada revista maxim sports illustrated monokini maxim cover rubi gq magazine cover gq magazine posando cubierto senos enormes tetona revista maxim buxom muy sexy cabello negro senos enormes sfw tumbado,descripcion,5,POS,NEUTRAL,-1
sentada columpio arena jugadora voleos varadero hora dorada boracay boracay martinne johanna johanna martine tropicalismo palmeras coco humor chica delgada vacaciones vacaciones,descripcion,1,NEU,NEUTRAL,-1
pez grande cola larga nadando girando escuelas peces plateados peces estan brillando aletas largas fluidas branquias desbocadas pescado leon pescado colorido delfines pez espada pescado profundo disparo criaturas marinas tropicales pescado plateado pescado exotico luz rayas,descripcion,7,POS,NEUTRAL,-1
persona nadaba peces estatuas submarinas leandro erlich parte humanos esconden paisaje submarino subacuatico buceo buzo ambiente submarino buzo escultura oceanica profunda enormes estatuas escena terror submarina ciudad submarina,descripcion,7,POS,NEUTRAL,-1
tumba relaja relaja piel bronceada camisa pantalones cortos posando pose relajada segura acostada pose reclinamiento seductor estetica sinothered posando david villegas arena blanca caribe cristiana orillo,descripcion,5,NEU,NEUTRAL,-1
sentada escalones edificio okuda sam miguel centro mexico sentada encima arco iris lleno puerto rico lleno sentados escaleras templo composicion colorida goteo colombia ciudad colorida colorida escena colorida mexico calles salvador graffiti,descripcion,4,NEU,NEUTRAL,-1
aerea pequena atardecer magica archipielago drones muestra atardecer drones fotos aereos voladora islas dispersas drones hecha caviar llave mochiduki sunset sur sur,descripcion,3,NEU,NEUTRAL,-1
aerea ciudad tupui rio amazonas region selva selva amazonica panama dragado aerea muy disparo aereo dron fotos aereas aerea hd aerea ojos pajaros imagenes aereas disparo aereo plastico envuelto caribe ariel ship airial shot wide,descripcion,3,NEU,NEUTRAL,-1
encuentra muelle sentado muelle madera caribena paraiso paraiso jamaica caribeno sentado muelle madera paraiso oceanica clara viajes aventuras pequenos albor,descripcion,1,NEU,NEUTRAL,-1
portada album caribe mexicano cristales aura rainbow poster turismo vibrante mexico portada album new age iridiscent rim light fashwave coloridos bengalas lentes corona rendered circular vaporwave jamaica,descripcion,4,NEG,NEUTRAL,-1
couple walking front colorful mural downtown mexico smooth eric zener cam leon juan villafuerte couples portrait murals white wall complex mural art couple portrait smiling couple colorful mural walls mural graffiti background sand colored walls graffiti background muralism tourism photography mexico,descripcion,5,NEU,NEUTRAL,-1
rodeada gran cuerpo caribena jamaica caribe arena blanca caribena resort seuss dr magica palma magica azure blue water jamaica zafiro debajo dos islas medianas vegetacion turquesas acuarelas jamaicanas arubes atlant,descripcion,8,NEU,NEUTRAL,-1
dos personas paletas kayak flotando flotando flotando cristalina pequenas canoas flotando remo kayak bosque flotando solo objetos flotan flotando pisando tranquila cana cento cristalinas,descripcion,1,NEU,NEUTRAL,-1
roca vistas acantilado caribena charcos caribe lado acantilado escena acantilado magica palma acantilado paraiso templo cristales cerca atlantis turquesas jaza jama cerca templo cristal cerca atlantis turquesas jaza jama arbologos cerca templo cristal turquesas jaza jama,descripcion,1,NEU,NEUTRAL,-1
parte superior bikini sombrero salon blanco sombrero ala blanco paja sombrero paja enorme sombrero paja australiana posando australia sombrero viaje sombrero paja cuerpo kimberly asstyn,descripcion,5,POS,NEUTRAL,-1
llevaba sombrero autobus sombrero viaje nino sombrero verde pasajeros presentado dribble kelly sueda lydia field emmet caracter sombrero marron autobus retrato presentado unsplash tapa periodicos ganador concurso estampado viajes aventuras capa buesball hacia atras casa colgilla avion,descripcion,5,NEU,NEUTRAL,-1
