image,prompt
3269479978457220551_3269479955027962422.jpg,"a white house with a red trim on the front, colonial house in background, peaked wooden roofs, colors of jamaica, dilapidated house, dilapidated houses, built on a steep hill, jamaica, colonial style, sharp focus on houses, colonial era street, cuban setting, stucco walls, whitewashed buildings, wooden buildings, wooden house, jamaican vibe"
3366379556557090908_3366379542388879554.jpg,"a woman standing on a pier looking out at the ocean, girl looking at the ocean waves, looking out over the sea, looking out at the ocean, looking at the ocean, wearing a flowing sundress, view of the ocean, blue sea, there is a window to the sea, ocean view, ocean in the background, turquoise horizon, beautiful ocean"
3343344152014957560.jpg,"aerial view of the great barrier reef, great barrier, belize, reef, drone photograph, drone view, aerial shot from the drone, aerial photograph, reefs, coral reefs, covered in coral and barnacles, aerial view from above, coral reef, partly underwater, color aerial photo drone, coral sea bottom, aerial shot, aerial footage, drone camera angle, photograph from above"
3080901359621900286.jpg,"a sunset over the water, sun sunset, orange sun set, orange sunset, silhouette over sunset, gorgeous romantic sunset, florida, a yellow sun shining down, sunset background, bright yellow and red sun, stunning sunset, spectacular sunset, warm sundown, vibrant sunset, sunrise background, sunset, beautiful sunset, glowing hot sun, sun, red sun over paradise, golden sunset"
2797576501069345641_2797576495339820457.jpg,"a small table with a bunch of fruit on it, emma watson as an avocado chair, furnished with fairy furniture, ecological art, inspired by Raphaelle Peale, props containing trees, by Dave Arredondo, avacado chairs, the plate is on a wooden table, plates of fruit, inspired by William Michael Harnett, fairy garden, an island made of food"
3136105609899201613.jpg,"a large green light is projected on the water, laser show, colorful projections, projection mapping, dramatic ilumination, light show, colored projections, enchanted forest tower, fractal lighting, projection design installation, lightning in a bottle, aruze colour aura, epic illumination, green matrix light, lightening tree, laser light show, luminous scene, digital forest, green concert light"
3346921793745903779.fdash-1900463853718094_mpd_qe=R1_v.mp4,"a man standing on a dock in the middle of a lake, mangrove swamp, mangrove trees, gilligan's island, maldives in background, connected with hanging bridge!!, bahamas, walking on an old wood bridge, travel and adventure, vacation photo, island background, standing on a ship deck, vacation, on island, on an island, wooden bridge, paradise in the background"
2996828401541577625.jpg,"a door with a window and a chair, doors to various living quarters, doors to various bedrooms, no two rooms are identical. 4k, massive decorated doors, many doorways, tall door, open door, doorways, white broom closet, old kitchen backdrop, background made of big curtains, the back rooms, personal room background, symmetrical doorway, beaded curtains"
3054933786036149611.jpg,"a bird with a fish in its beak, heron prestorn, heron, beware the jubjub bird, a surrealistic bird, surrealistic bird, bird head, crane, with a yellow beak, colorful bird with a long, morphing wings king vulture head, flamingo, pterodactyl, very long neck, bird on his shoulder"
2959780846892168718_2959780843100442274.jpg,"a statue of a man with a hat and a suit, by Albert Namatjira, henri moore giant, bronze statue, edgar rice burroughs, bronze statue and silver, inspired by Henry Snell Gamley, a statue, by Sir Jacob Epstein, statue, cranberry statue, big video statues, inspired by Albert Namatjira, statue is a fountain, full height sculpture"
3054118434422004101.jpg,"a statue of a man on a horse, maximalist sculpted design, baroque vaporwave statue, concrete art style, on a baroque throne, amazing concrete sculpture, concrete art, bordalo, godes sculpture, sci - fi favela sculpture, masterwork sculpture, iron throne, piranesi style, highly detailed sculpture, inspired by Eduardo Paolozzi, made of cement"
3021443075079740748.jpg,"a large sign that says welcome at night, mexico, guanajuato, downtown mexico, colorful signs, chihuahua, foto realista, cinemática, gigantic neon signs, by Rodolfo Escalera, a monumental, town background, royo, neon rim light, colored spotlights, by Benito Quinquela Martín, vale encantado"
2790967004058078223_2790966944096121509.mp4,"the word ' love ' is displayed on the roof of a building, downtown mexico, colorful signs, mexico, colorful neon signs, by Dave Arredondo, gigantic neon signs, okuda sam miguel, epic 3 d oxaguian, guanajuato, colorful neon lights, foto realista, ugly vibrant colors, green letters, colorful neon lighting"
3154994060224431261.jpg,"a sailboat on the shore of a lake, light wind, sail, sail boat on the background, sails, sailing boat, ships with sails, sail made of human skin, fine wind, sailboat, big long cloth on the wind, sailing boats, torn sails, sailboats soaring in the wind, a ragdoll cat windsurfing, sail boats"
2961554312240654669.mp4.fdash-2447918788680741ad,"the ruins at ti ti, a maya site in the yucatan, maya temples, mayan temple in the jungle, tikal temple iv, pyramid surrounded with greenery, mayan, ancient megastructure pyramid, white stone temple ruins, mayan god, temple of the sun, large temples, mayan style, ancient temple ruins, temple ruins, the oracle of the mayan elders"
3214328277162671042_3214328270762074003.jpg,"a small stream in the middle of a forest, wet lush jungle landscape, lush paradise, lush jungle, lush oasis, lush exotic vegetation, rainbow river waterfall, in a river in the jungle, lot of exotic vegetation, lush surroundings, lush vegetation, lush and green, background lush vegetation, snake river in the jungle, lush vegetation and ferns, lush rain forest, magical jungle"
3282496249931883435_3282496223196429549.jpg,"a beach with a tree branch in the fore, beach and tropical vegetation, varadero beach, inspired by Ralph Burke Tyree, palm leaves on the beach, coconut palms, palm trees on the beach, beach background, beach setting, beach on the outer rim, unfinished roots of white sand, florida, beach trees in the background, tropical vegetation, sun coast, tropicalism"
3020830191802859859.jpg,"a couple standing in front of an old stone building, las pozas, inside a ruined abbey, dry archways, old ruins tower, ancient ruins and waterfalls, giant castle walls, dry archways and spires, maya temples, not ruins, archs and walls, castle ruins, old ruins, ancient city ruins, examining ruins, giant archways, crumbling ruins"
2809102311919220579_2809102306517121819.jpg,"a model of a pyramid, the temple of truth is white, mayan style, giant tomb structures, in the art style of quetzecoatl, ancient megastructure pyramid, museum exposition, made of all white ceramic tiles, maya temples, 3 d toy aztec gods as funco toy, classic mayan mythology, aztec architecture, pyramid background, tenochtitlan"
3386029412509443067.jpg,"a statue of a man on top of a building, city of armenia quindio, long exposure photograph, long shutter speed, slow shutter speed, time exposure, low shutter speed, slow - shutter, long exposure photography, photography at night, long exposure ; sharp focus, town center background, long exposure photo, long exposure time, night time photograph, capital city"
3294170191292976676_3294170182736481412.jpg,"a woman standing on a wooden pier looking out at the ocean, panoramic view of girl, girl looking at the ocean waves, panoramic centered view of girl, sky and ocean background, wet skin and windblown hair, open sky, varadero beach, wind kissed pictures, view of the ocean, ocean view, ocean in the background, the ocean in the background"
3280531816640399164_3280531756141715177.jpg,"a pink house with a white door and windows, pink door, colorful house, urban house, heaven pink, the walls are pink, pink pastel, house, pink color scheme, (pink colors), airbnb, buenos aires, beatiful house, pink scheme, candy pastel, by Josefina Tanganelli Plana, black house, doll house, pink hue"
3230939483338909559.jpg,"a beach with palm trees and the ocean, caribbean, tropical ocean, tropical beach paradise, tropical beach, beach and tropical vegetation, tropical paradise, beautiful tropical island beach, tropical background, carribean turquoise water, azure blue water, tropical setting, white sandy beach, tropical atmosphere, palm trees on the beach, tropical palms, tropical climate, at a tropical beach, azure ocean"
3323712851629010795_3323712814416182676.jpg,"the interior of the mayan ruins, mayan temple in the jungle, maya temples, mayan style, submerged pre - incan temple, aztec architecture, megalithic buildings, mayan, giant tomb structures, tribe huts in the jungle, inside primitive hut, brutalist aztec architecture, mayan god, elaborate carved wood balconies, classic mayan mythology"
3046082832928845319.fdash-1249975312273560_mpd_qe=R1_v.mp4,"a large auditorium with red chairs and a projector, cinematatic lighting, cinema lighting, 4 d cinema, cinema c 9. 0, cinema, fulldome, cinémascope, photo of the cinema screen, cinématique”, cinema verite, in a cinema, cinematik, arthouse cinema, sitting in a movie theater, filmatic"
3030231024860910388.jpg,"a view of the water from a balcony at the beach house, beach and tropical vegetation, tropical beach paradise, tropical setting, tropical paradise, coconut palms, gilligan's island, tropical climate, bahamas, tropical coastal city, tropical beach, tropical atmosphere, coconut trees, tropical landscape, tropical palms, views to the ocean, sun coast, florida, mangrove trees"
3369363672411321669_3369363654082824306.jpg,"a table with plates of food and a plate of was, professional food photography, close up food photography, food photography, food blog, breakfast at las pozas, award winning food photo, award winning food photography, delicious food, amazing food photography, tacos, food styling, 4 k food photography, 4k food photography, hd food photography, an island made of food"
3199015693143242673_3199015644833130821.jpg,"a man standing on top of a rock, white sarong, beautiful panoramic imagery, doc savage in the jungle, towering over your view, wide angle shot 4 k hdr, extremely wide angle, white cyclops portrait in sky, in ancient city ruins, wide angle full body, 3 6 0 picture, chris cunninham, travel and adventure, standing before ancient ruins"
3257760771118057228_3257760748284358089.jpg,"the bridge is over the water, hd aerial photography, color aerial photo drone, drone photograph, 4k drone photography, drone photography, bridges crossing the gap, bridges, lots of bridges, connected with hanging bridge!!, aerial shot from the drone, aerial photography, drone view, puddles of turquoise water, drone camera angle, drone photo, shot from a drone"
3095501818574226061_3095501812291142594.jpg,"a woman walking past a colorful mural on a wall, mexican muralism ) ravi supa, by Rodolfo Escalera, wall mural, satchely, murals, symbolic mural, mural, mural art, by Ric Nagualero, wall painting, by Craola, painted on a giant wall, by Araceli Gilbert, tropicalism, colors of jamaica"
3280531816640399164_3280531805986826427.jpg,"a dock on a lake with a cloudy sky, puddles of turquoise water, mangrove trees, mangrove swamp, green waters, lagoon, bahamas, carribean turquoise water, a photo of a lake on a sunny day, small dock, perfectly calm waters, blue and green water, beautiful lake background, turquoise water, caribbean, clear blue water, teal landscape"
3353496359913457932.fdash-900082781916436_mpd_qe=R1_v.mp4,"a person swimming in the water near a beach, puddles of turquoise water, carribean turquoise water, turquoise water, rainbow tubing, floating. greenish blue, clear blue water, green waters, blue and green water, bahamas, vibrant water river, crystal clear blue water, blue waters, lush paradise, caribbean, twisted waterway, mochiduki key"
2978261527019785378.jpg,"the maya ruins at chichena, maya temples, mayan temple in the jungle, mayan, pyramid surrounded with greenery, tikal temple iv, ancient megastructure pyramid, mayan style, ancient pyramid, giant tomb structures, monumental giant palace, temple of the sun, the oracle of the mayan elders, yutja, ancient city ruins, trampling an ancient city"
3119365302072216464.jpg,"a stone face in the ruins of the maya museum, giant head statue ruins, ancient alien head stone statues, giant gold head statue ruins, tiki, mayan god, maya temples, humanoid feathered head, stone colossus remains, submerged pre - incan temple, moai, polynesian god, lost civilizations, mayan style, mayan temple in the jungle, mayan"
2820011306618527436.jpg,"a large white tower with a clock on top, farol da barra, obelisk, obelisks, varadero beach, purple lighted street, pilar, foto realista, the colossus of rhodes, long beach background, plaza, dakar, hdr ambient background, slow exposure hdr 8 k, glass obelisks, town center background"
3112805847544929169_3112805841236796267.jpg,"a man in white shirt and white pants standing in front of a pile of fruit, ayahuasca ceremony, the oracle of the mayan elders, ayahuasca shaman, the ayahuasca spirit, ayahuasca, religión, green blessing, holy ceremony, ceremonial, mayan god, un dia de paz, ritual in a forest"
2797576501069345641_2797576495046294537.jpg,"the ruins of the maya maya in mexico, ancient ruins behind her, battlements, crenellated balconies, beautiful ancient ruins behind, giant castle walls, battlements with soldiers, old ruins tower, ancient city ruins, ancient ruins behind, examining ruins, big castle ruin, shadowy castle background, standing before ancient ruins, not ruins"
3320282790703441176_3320282755488418309.jpg,"a sign that says, ' welcome to the beach ', downtown mexico, mexico, vibrant chromatic colors, central subject, foto realista, in a city with a rich history, no border, cinemática, beautiful border, chihuahua, center of the universe, blue border, a monumental, cam de leon, central focus, tourism, clear and sunny"
3188365447027804406.jpg,"a stone building with a tree in the background, maya temples, ancient temple ruins, white stone temple ruins, beautiful ancient ruins behind, mayan temple in the jungle, ancient city ruins, temple ruins, ancient ruins behind, mayan, megalithic buildings, mayan style, standing before ancient ruins, ancient buildings, ancient ruins and waterfalls, ruined temple, large temples"
3277339790269189201.mp4.fdash-1773253813144283ad,"a man is sitting on a bridge over the water, a man sitting on a jetty, photo taken with ektachrome, connected with hanging bridge!!, romantic scene, bridges and railings, colors of jamaica, gorgeous romantic sunset, bridge over the water, maldives in background, hanging bridge!!, wooden bridge, jamaica, paradise in the background, dreamy and romantic"
3308803584970444849_3308803564116217999.jpg,"a woman in a bikini laying on a dock with a dog, pinup pose, moana, pin-up poster girl, polynesian style, sunbathing at the beach, red bikini, upper body image, laying on a beach, red and white stripes, pinterest posing, sitting on a wooden dock, melting in coral pattern, sydney park, new zealand, mars vacation photo"
3214328277162671042_3214328270795752773.jpg,"a crowd of people watching a movie, fulldome, giant glass dome in space, 3 6 0 projection, inside a dome, movie imax shot, set in observatory at night, cinematic imax shot, imax film, imax movie still, 3 5 mm imax, shot for imax, inside a globe, imax close-up of face, imax 7 0 mm, imax"
3171624344144734574_3171624267808262129.jpg,"the sun sets over the ocean and a city, puerto rico, tropical coastal city, vallejo, which shows a beach at sunset, varadero beach, sunset view, drone photograph, drone view, salvador, guantanamo bay prison, color aerial photo drone, from a bird's eye view, very beautiful!! aerial shot, drone photography, aruba, ariel view"
3120894570015033969_3120894444219546916.jpg,"a statue of a man with a dog on a rock, relief sculpture, large stone statues of heroes, by Romero Britto, monkey island, bas relief, the curse of monkey island, moai statue giving a ted talk, giant head statue ruins, by Seuss Dr, parks and monuments, epic 3 d oshun, cranberry statue, luffy as a marble statue"
3366379556557090908_3366379432732937989.jpg,"a pond in the middle of a forest, flora-lush-crater, deep sinkhole, small lake, terraforming jezero crater, beautiful lake in the foreground, colors reflecting on lake, looking down at a massive crater, sinkholes, sinkhole, a photo of a lake on a sunny day, shell craters, mystical lake, reflective pool, small pond"
3375283597416207856.jpg,"a sign that says ' i am ' on the beach, tropicalism, tropical fish, sub tropical, the stupendium, epic 3 d oxaguian, jamaica, chimerical, the warm, tourism, the, fish seafood markets, epic 3 d oshun, tropical location, tropic climate, tropical sea creatures, big aquarium, gmunk"
3095501818574226061_3095501812282761903.jpg,"a woman in a blue bikini top and leggings stands on a dock, starfish pose, hands behind her body pose!, goddess of nature, standing athletic pose, nature goddess, vanessa morgan, queen of nature, beautiful woman body, yoga pose, pointè pose, yoga, sexy pudica pose gesture, fitness, with the body of a goddess"
3344923103049067051.mp4.fdash-229434980263561ad,"a long wooden bridge, calatrava, santiago calatrava, ribbon chapel, white cloth in wind shining, the great marble wizards tower, the temple of truth is white, farol da barra, freddy mamani silvestre facade, by Victor Enrich, white sweeping arches, giant white daisy flower as head, with surreal architecture, salvador dali style, cathedral of sun"
3061505542887281247.jpg,"a woman sitting on a tree branch in the jungle, nature goddess, thick jungle, in front of a forest background, beautiful woman body, in a jungle environment, garden of eden, goddess of nature, in the tropical wood, jungle gown, thick bushes, queen of nature, in a tropical forest, in nature, alone gorgeous latin woman, wet lush jungle landscape"
3124629981883358879.jpg,"a red bird perched on a branch, red bird, ethereal cardinal bird, colorful bird with a long, great red feather, an indigo bunting, vibrant red colors, vibrant but dreary red, red feathered wings, vibrant chromatic colors, standing bird, bird sight, vibrant red, in red gardens, rare bird in the jungle, kauai springtime, scarlet emerald"
2982474995868519703.mp4.fdash-678483167012598ad,"a woman walking on a wooden pier over the water, bahamas, lubezki, near a jetty, panoramic centered view of girl, maldives in background, panoramic view of girl, boat dock, walkway, boardwalk, walking on the beach, foot path, coming ashore, small dock, great barrier reef, by emmanuel lubezki, australian beach"
3214328277162671042_3214328270779048343.jpg,"aerial view of a lake, puddles of turquoise water, blue and green water, lake blue, soaring over a lake in forest, color aerial photo drone, teal landscape, turquoise water, light blue water, hovering above a lake in yukon, clear blue water, turquoise and venetian red, turquoise palette, a photo of a lake on a sunny day, crystal clear blue water"
3120894570015033969_3120894483897642803.jpg,"a woman standing in front of the word ' travel ', city of the jungle, tropicalism, tigers, the tiger is smiling, thailand, sacred tiger, tiger, bali, ((tiger)), the jungle at the background, tigerman, tiger head, maya temples, tropical background, squirrel/tiger, thai, tiger pelt, a tiger, tiger stripes"
3390393730551115487_3390393690118175983.jpg,"a wooden dock leading to a restaurant on the water, boat dock, small dock, by Dave Arredondo, aruba, wooden bridge, blue waters, sitting on a wooden dock, photo taken with ektachrome, sky and ocean background, maldives in background, sitting on a wood dock, in a tiki bar, photo of the middle of the ocean"
3186182047595423679_3186182012037029302.jpg,"a group of people in kays pad on a lake, small canoes, floating. greenish blue, green waters, paddle of water, puddles of turquoise water, blue and green water, bright blue glowing water, treading on calm water, on a kayak in a forest, water sprites, river of blue fire, turquoise and venetian red, canoe"
3166332791838963326.jpg,"a boat is docked on a small island, jamaica, a ship on a deserted island, carribean turquoise water, caribbean, clear seas, on a canva, carribean white sand, white beaches, clear blue water, colors of jamaica, paradise in the background, azure blue water, blue waters, heaven paradise, floating. greenish blue, turquoise water, turquoise ocean"
2992468669100269426.jpg,"the ruins of the mayan ruins in mexico, maya temples, mayan temple in the jungle, tikal temple iv, white stone temple ruins, ancient ruins in the forest, ancient city ruins, mayan, ancient temple ruins, ruined temple covered with moss, temple ruins, ruined temple, ancient ruins and waterfalls, lost civilizations, monumental giant palace, large temples"
3015166709187324984.jpg,"a white lighthouse on a street with a blue sky, farol da barra, light house, lighthouse, bold lighthouse in horizon, watch tower, lookout tower, lighthouse in the desert, a road leading to the lighthouse, by Seuss Dr, one point light, background is a low light museum, watertank, tower, single flooded tower, colossal tower, old ruins tower"
3317159226001384855_3317159216816014901.jpg,"a bowl of soup with a lot of vegetables, raw pork, aspic on plate, on a wooden plate, served on a plate, meat with veins, award winning food photo, professional food photography, trendy food, on a plate in a busy diner, red meat shreds, on a plate, pork meat, carnivorous, ian callum!, ground red meat"
3340241045827433255.fdash-392082160385629_mpd_qe=R1_v.mp4,"a couple of kays are sitting on the shore of a lake, the treetops of giant oaks, by Dave Arredondo, small canoes, parks and lakes, inspired by Charles Ragland Bunnell, spanish moss, boat dock, inspired by Ralph Burke Tyree, lake in the background, backwater bayou, lake filed with molten gold, lake house"
3326624550325138093_3326624488399951608.jpg,"a view of a road and a body of water, tropical coastal city, mangrove trees, in an eco city, varadero beach, beach and tropical vegetation, city of the jungle, carnaval de barranquilla, ecovillage, vallejo, green waters, outdoors tropical cityscape, city environment, green spaces, lush surroundings, parks and gardens"
2975178226577856049.jpg,"a tall white monument, obelisk, obelisks, farol da barra, orange lit sky, sunset ligthing, dramatic ilumination, foto realista, sunset colors, colorful sky, beautiful sunset lighting, well lit sky, a monumental, fire in the sky, red sky background, hdr photograph, bloody sunset, city sunset night"
3164934094592324431.jpg,"a cruise ship is in the distance as the sun sets behind it, sunset and big clouds behind her, dramatic sunset and dramatic sky, dramatic skies, happy clouds behind, moody sunset and dramatic sky, epic skies, dramatic cloudy setting sun, dramatic sky in background, dramatic sunrise, large twin sunset, sun through majestic clouds, bahamas, mothership in the sky"
3032266384277225940.jpg,"a wooden boardwalk leads to a lagoon in the middle of the island, puddles of turquoise water, bahamas, florida, clear blue water, carribean turquoise water, light blue water, turquoise water, azure water, crystal clear blue water, azure blue water, blue waters, the emerald coast, green waters, lagoon, blue and green water, lake blue, mangrove swamp"
3036649768063427403.jpg,"a boat on the water near a beach with palm trees, bahamas, vibrant water river, rainbow tubing, color aerial photo drone, drone photograph, mochiduki key, small canoes, blue waters, turquoise and venetian red, blue and green water, river of blue fire, puddles of turquoise water, drone photography, 4k drone photography, twisted waterway"
3199015693143242673_3199015684167353860.jpg,"a large gray seal, marine animal, side profile in underwater, swimming to surface, floats underwater in the sea, underwater life, underwater world, underwater view, undersea environment, underwater environment, swimming deep underwater, underwater scenery, deep underwater, long flowing hair underwater, underwater photo, seals, swimming underwater, underwater ocean, underwater, partly underwater, floating under water"
3355670365672886669.jpg,"a couple riding bikes through the palm trees, beautiful magical palm beach, hoffman bicycle trip, travel and adventure, coconut trees, coconut palms, tropical mood, riding a bike, travel guide, tropical coastal city, picture of a female biker, cycling!!, summer street near a beach, bahamas, tropical climate, passages, by Hugo Heyrman, riding on the road"
2821490534216158437.jpg,"a statue of a man on a rock, salvador, statue is a fountain, bronze statue, statue of david, statue, sail boat on the background, inspired by Robert Macaulay Stevenson, inspired by Horatio Nelson Poole, port scene background, jamaica, statue of julius caesar, varadero beach, large stone statues of heroes, bronze statue and silver, a statue"
3260128370783014343.mp4.fdash-1286121272076489ad,"a boat is floating in the water near a beach, beach and tropical vegetation, color aerial photo drone, drone photograph, aerial shot from the drone, unfinished roots of white sand, flying above a tropical forest, aerial photography, aerial footage, dji top down view, drone view, aerial photograph, hd aerial photography, drone camera angle, drone point of view, the lost beach"
3186960750685240291.fdash-847414233355779_mpd_qe=R1_v.mp4,"a lighthouse at sunset, farol da barra, obelisk, obelisks, hdr photograph, orange and blue sky, hdr photography, sunset colors, salvador, blue hour photography, city sunset night, sunset background, photo taken with ektachrome, sao paulo, golden and blue hour, inspired by Ralph Burke Tyree, hdr on, tropical coastal city"
3016368126154035784.jpg,"a wooden dock in the middle of a lake, jamaica, boat dock, small dock, sitting on a wood dock, sitting on a wooden dock, colors of jamaica, a man sitting on a jetty, which shows a beach at sunset, photo taken with ektachrome, near a jetty, a photo of a lake on a sunny day, hdr photograph, bahamas"
2828019546845463298.jpg,"a street in the center of the town of puerto, downtown mexico, drone view, mexico, drone wide shot, shot from a drone, 4k drone photography, shot from drone, drone photography, drone shot, wide roads, drone footage, drone photograph, 4k panoramic, wide angle shot 4 k hdr, busy streets, drone view of a city, drone photo"
3115624199154250574.fdash-959478335093939_mpd_qe=R1_v.mp4,"a long pier with a bench on the side of it, road to the sea, wooden bridge, a photo of a lake on a sunny day, near a jetty, curved bridge, eyelevel!!! view!!! photography, bridge over the water, calm sea, walkway, boat dock, seaview, walkways, twisted waterway, philippines"
2955454758070881199.jpg,"a view of a lake surrounded by trees, flying above a tropical forest, flora-lush-crater, amazon jungle, wet lush jungle landscape, karst landscape, green jungle, karst landscape ; wide shot, thick jungle, amazon rainforest background, deforested forest background, jungle landscape, dense vegetation, background lush vegetation, beautiful jungle landscape, evergreen forest, bocage"
3370884755479393206.fdash-815290343833001_mpd_qe=UNKNOWN_v.mp4,"a bench in a museum, collapsed floors, museum exhibit, iron age : leonardo da vinci, sunken ship, thrown tables, flying debris, glass antikythera, broken furniture, museum artifact, earthquake destruction, museum display, bog oak, shipwrecks, exhibit, museum item, metal rust and plaster materials, mine cart, bathing inside the tar pit, open bank vault"
