prompt,prompt_traducido,prompt_limpio,texto_procesado,cluster,tema_principal,ciudad
"a yellow mug with a scoop of ice cream, cappuccino, small hipster coffee shop, cup of coffee, morning coffee, ko-fi, milk and mocha style, celebration of coffee products, coffee shop, hot coffee, enjoying coffee at a coffee shop, hot cocoa drink, coffee, with a white mug, steaming coffee, espresso machine, in a bright cafe","Una taza amarilla con una cucharada de helado, capuchino, una pequeña cafetería hipster, taza de café, café de la mañana, ko-fi, leche y estilo moca, celebración de productos de café, cafetería, café caliente, disfrutando de café en una cafetería, bebida de cacao caliente, café, con una taza blanca, café vapor",una taza amarilla con una cucharada de helado capuchino una pequena cafeteria hipster taza de cafe cafe de la manana kofi leche y estilo moca celebracion de productos de cafe cafeteria cafe caliente disfrutando de cafe en una cafeteria bebida de cacao caliente cafe con una taza blanca cafe vapor,amarillo cucharada helado capuchino pequén hipster manana leche estilo moca celebracion producto disfrutar cafeteria bebida cacao caliente taza blanco cafe vapor,3,comida,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a stone bench with graffiti written on it, by Dr. Atl, by Altichiero, mucha : :, city of armenia quindio, by May de Montravel Edwardes, rough wooden fence, mucha |, by Miltos Manetas, earthship, on a canva, wooden furniture, canva, teak table, by Chippy","Un banco de piedra con graffiti escrito en él, por el Dr. Atl, por Altichiero, muyis:: Ciudad de Armenia Quindio, por mayo de Montravel Edwardes, cerca de madera en bruto, muy",un banco de piedra con graffiti escrito en el por el dr atl por altichiero muyis ciudad de armenia quindio por mayo de montravel edwardes cerca de madera en bruto muy,banco piedra graffiti escrito atl altichiero muyis ciudad armenia quindio mayo montravel edwardes cerca madera bruto,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a bench sits on the side of a river, wide greenways, trees bent over the river, hiking trail, parks and lakes, trees bent over river, foot path, large path, in a park and next to a lake, walkway, a beautiful pathway in a forest, two crutches near bench, with trees and rivers, walking at the park, jc park","Un banco se encuentra al costado de un río, vías verdes anchos, árboles doblados sobre el río, senderos de senderismo, parques y lagos, árboles doblados sobre el río, el camino de los pies, el camino grande, en un parque y al lado de un lago, pasarela, un hermoso camino en un bosque, dos muletas cerca de un banco, con árboles y jinetes, caminando en el parque, parque JC, parque",un banco se encuentra al costado de un rio vias verdes anchos arboles doblados sobre el rio senderos de senderismo parques y lagos arboles doblados sobre el rio el camino de los pies el camino grande en un parque y al lado de un lago pasarela un hermoso camino en un bosque dos muletas cerca de un banco con arboles y jinetes caminando en el parque parque jc parque,costado via verde ancho sendero senderismo parques lagos doblado rio pie lago pasarelar hermoso camino bosque muleta cerca banco arbol jinete caminar parque,4,montana,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a tall building with a lot of windows, tall obsidian architecture, futuristic tower, colossal tower, futuristic skyscraper, vertical architecture, tall building, futuristic sao paulo, photoralistic rendering, tall skyscraper, concept image, gothic-futurist architecture, sao paulo in the year 2 0 7 0, tall structures, rendering of checkmate, futuristic building","Un edificio alto con muchas ventanas, arquitectura de obsidiana alta, torre futurista, torre colosal, rascacielos futurista, arquitectura vertical, edificio alto, futurista Sao Paulo, representación fotoralista, rascacielos alto, imagen conceptual, arquitectura gótica-futura-futura",un edificio alto con muchas ventanas arquitectura de obsidiana alta torre futurista torre colosal rascacielos futurista arquitectura vertical edificio alto futurista sao paulo representacion fotoralista rascacielos alto imagen conceptual arquitectura goticafuturafutura,ventana obsidiana torre colosal vertical edificio futurista sao paulo representacion fotoralista rascacielos alto imagen conceptual arquitectura gotico futuro,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"the city lights of cape town at night, mexico city, guanajuato, downtown mexico, city at night, city lights on the horizon, city twilight landscape, vibrant city lights, city lights, night city in the background, vista of a city at sunset, by Rodolfo Escalera, tenochtitlan, mexico, night - time city background","Las luces de la ciudad de Ciudad del Cabo por la noche, Ciudad de México, Guanajuato, centro de México, ciudad de la noche, luces de la ciudad en el horizonte, paisaje de la ciudad de los crepúsculas, vibrantes luces de la ciudad, luces de la ciudad, ciudad nocturna en el fondo, vista de una ciudad al atardecer, por Rodolfo Escalera, Tenochtitlan, México, Noche de la ciudad, entorno de la ciudad de la ciudad de la ciudad, entorno de la ciudad nocturna.",las luces de la ciudad de ciudad del cabo por la noche ciudad de mexico guanajuato centro de mexico ciudad de la noche luces de la ciudad en el horizonte paisaje de la ciudad de los crepusculas vibrantes luces de la ciudad luces de la ciudad ciudad nocturna en el fondo vista de una ciudad al atardecer por rodolfo escalera tenochtitlan mexico noche de la ciudad entorno de la ciudad de la ciudad de la ciudad entorno de la ciudad nocturna,cabo guanajuato centro horizonte paisaje crepuscula vibrante luz fondo visto atardecer rodolfo escalera tenochtitlan mexico noche entorno ciudad nocturno,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a green background with the words ' jonad dejeo ', outdoors mesa setting, mesa, masqua, canva, black mesa, mega details, james webb, metaverses, mascular, on a canva, niea 7, live at lollapalooza, medium details, by Josefina Tanganelli Plana, by Milton Menasco, mate colors","Un fondo verde con las palabras 'jonad dejeo', ajuste de mesa al aire libre, mesa, masqua, lienva, negro mesa, mega detalles, james webb, metaverses, mascular, en un lata, niea 7, en vivo en lollapalooza, detalles medianos, por Josefina tanganelli plana, por Milton Menasco, Mate Color",un fondo verde con las palabras jonad dejeo ajuste de mesa al aire libre mesa masqua lienva negro mesa mega detalles james webb metaverses mascular en un lata niea 7 en vivo en lollapalooza detalles medianos por josefina tanganelli plana por milton menasco mate color,fondo verde palabra jonad dejeo ajuste aire libre masqua lienva negro mesa mega james webb metaverses mascular lata niea vivo lollapalooza detalle mediano josefina tanganelli plano milton menasco mate color,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a woman standing next to a gis, giraffes, sofie the giraffe, giraffe army, savana background, giraffe, bushveld background, animal world, park background, a beautiful woman with long, very tall and slender, the jungle at the background, giraffe standing on the rooftop, standing posture, very beautiful long slim legs, photo of slim girl, wildlife preservation","Una mujer de pie junto a un SIG, jirafas, Sofie the Giraffe, Giraffe Army, Savana Background, Giraffe, Bushveld Background, World, Animal World, Back Background, una mujer hermosa con largas, muy altas y delgadas, la jungla en el fondo, la jirafa de pie en la azotea, la postura de pie, las piernas largas muy hermosas, la foto de las niñas delgadas, la salvaje de la vida silvestre, la vida salvaje de la vida salvaje,",una mujer de pie junto a un sig jirafas sofie the giraffe giraffe army savana background giraffe bushveld background world animal world back background una mujer hermosa con largas muy altas y delgadas la jungla en el fondo la jirafa de pie en la azotea la postura de pie las piernas largas muy hermosas la foto de las ninas delgadas la salvaje de la vida silvestre la vida salvaje de la vida salvaje,sig sofie the army saván giraffe bushveld animal world back background mujer alto jungla fondo jirafa azotea postura pie pierna larga hermoso foto nina delgado silvestre vida salvaje,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a river with rocks and trees in the background, zhangjiajie national forest park, gunma prefecture, zhangjiajie, wide angle river, chiba prefecture, aomori japan, karst landscape, karst landscape ; wide shot, korean countryside, mountains and rivers, of a river, winding rivers, green waters, gongbi","Un río con rocas y árboles en el fondo, el Parque Forestal Nacional Zhangjiajie, la prefectura de Gunma, Zhangjiajie, el río de gran angular, la prefectura de Chiba, el Aomori Japón, el paisaje karst, el paisaje karst;Disparo ancho, campo coreano, montañas y ríos, de un río, ríos sinuosos, aguas verdes, gongbi",un rio con rocas y arboles en el fondo el parque forestal nacional zhangjiajie la prefectura de gunma zhangjiajie el rio de gran angular la prefectura de chiba el aomori japon el paisaje karst el paisaje karstdisparo ancho campo coreano montanas y rios de un rio rios sinuosos aguas verdes gongbi,roca arbol fondo parque forestal nacional gunma zhangjiajie angular prefectura chiba aomori japon paisaje karst disparo ancho campo coreano montana rio sinuoso agua verde gongbi,4,montana,MONTERREY_DESC_TRADUCIDO_LIMPIO
"la boca, la boca, la boca, la boca, la boca, la boca, la boca,, plaza, capital plaza, c1970, 1 9 7 0, 1970, 1970s, 1 9 7 0 s, 1971, urban plaza, 1960s, 1 9 6 0 s","La Boca, La Boca, La Boca, La Boca, La Boca, La Boca, La Boca ,, Plaza, Capital Plaza, C1970, 1 9 7 0, 1970, 1970s, 1 9 7 0 S, 1971, Urban Plaza, 1960s, 1 9 6 0 S",la boca la boca la boca la boca la boca la boca la boca  plaza capital plaza c1970 1 9 7 0 1970 1970s 1 9 7 0 s 1971 urban plaza 1960s 1 9 6 0 s,boca capital c1970 1970s urban plaza 1960s,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a view of a city with a mountain in the background, mexico city, mountains and sunset!!, mount doom, sun rises between two mountains, by Rodolfo Escalera, mexico, giant sun, a mountain look like a women, the sun is setting, volcano background, sun sunset, golden sunset, volcano in background, a yellow sun shining down, active volcano","¡Una vista de una ciudad con una montaña en el fondo, Ciudad de México, montañas y puesta de sol!, Mount Doom, Sol se eleva entre dos montañas, por Rodolfo Escalera, México, sol gigante, un sol de montaña como una mujer, el sol está poniendo, fondo de volcán, sol de sol, soles dorados, volcán en el fondo, un sol amarillo hacia abajo, activo volcano",una vista de una ciudad con una montana en el fondo ciudad de mexico montanas y puesta de sol mount doom sol se eleva entre dos montanas por rodolfo escalera mexico sol gigante un sol de montana como una mujer el sol esta poniendo fondo de volcan sol de sol soles dorados volcan en el fondo un sol amarillo hacia abajo activo volcano,vista ciudad puesta mount doom elevar rodolfo escalera mexico gigante montana mujer poner volcan dorado volcar fondo sol amarillo abajo activo volcano,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a person holding a glass of coffee, cold brew coffee ), ice coffee, iced latte, a pint of beer sitting on a bar, cold beer, cold drinks, tall iced tea glass, bar, holding a large glass of beer, one ice cube, holding the pint of ale, whiskey glass with ice cubes, holding a beer, molecular gastronomy, beer advertisement","Una persona que sostiene un vaso de café, café frío), café con hielo, café con leche helado, una pinta de cerveza sentada en un bar, cerveza fría, bebidas frías, vidrio de té helado alto, barra, sosteniendo un vaso grande de cerveza, un cubo de hielo, que sostiene la pinta de cerveza, vidrio de whisky con cubos de hielo, sosteniendo una cerveza, gastronomía molecular, anuncio de cerveza, anuncio de cerveza, cerveza.",una persona que sostiene un vaso de cafe cafe frio cafe con hielo cafe con leche helado una pinta de cerveza sentada en un bar cerveza fria bebidas frias vidrio de te helado alto barra sosteniendo un vaso grande de cerveza un cubo de hielo que sostiene la pinta de cerveza vidrio de whisky con cubos de hielo sosteniendo una cerveza gastronomia molecular anuncio de cerveza anuncio de cerveza cerveza,persona cafe leche sentado bar frio bebida fria helado alto barra vaso pinta vidrio whisky cubo hielo sostener gastronomia molecular anuncio cerveza,3,comida,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a view of the city from a high rise, red sky, mountains and colorful sunset!!, blood red colored sky, mountains and sunset!!, red skies, blood red sky, red sunset, red sky background, crimson clouds, sunset panorama, beautiful and spectacular dusk, red glow in sky, mexico city, fire in the sky, spectacular sunset, red hues","¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡queincusutuertren, montañas y puestos de sol, cielos rojos, cielo rojo de sangre, atardecer rojo, fondo del cielo rojo, nubes carmesí, panorama de la puesta de sol, anochecer hermosa y espectacular",queincusutuertren montanas y puestos de sol cielos rojos cielo rojo de sangre atardecer rojo fondo del cielo rojo nubes carmesi panorama de la puesta de sol anochecer hermosa y espectacular,queincusutuertren montana puesto sangre atardecer fondo cielo rojo nubes carmesi panorama puesta sol anochecer hermoso espectacular,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a person sitting in the cockpit of a plane, helicopter view, flying over a city, soaring above a dense city, flying in the air over city, mexico city, above city, cockpit view, bird - eye view, birds - eye view, sky - high view, bird eye view, bird's eye view, airborne view","Una persona sentada en la cabina de un avión, vista al helicóptero, volando sobre una ciudad, volando sobre una ciudad densa, volando en el aire sobre la ciudad, la ciudad de México, sobre la ciudad, la vista de la cabina, el pájaro, la vista, las aves, la vista de la vista, el cielo, la vista alta, la vista de la vista, la vista de los ojos, la visión de los aviones, el avión, el aeroboratorio",una persona sentada en la cabina de un avion vista al helicoptero volando sobre una ciudad volando sobre una ciudad densa volando en el aire sobre la ciudad la ciudad de mexico sobre la ciudad la vista de la cabina el pajaro la vista las aves la vista de la vista el cielo la vista alta la vista de la vista la vista de los ojos la vision de los aviones el avion el aeroboratorio,persona sentado visto helicoptero denso volar aire mexico ciudad cabina pajaro ave cielo alto vista ojo vision avión avion aeroboratorio,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a couple of swans swim in the flooded river in the city of new york, new york, on nov 11, 2018, trees bent over the river, trees bent over river, ducks, rippling trees, parks and lakes, cypress trees, birds and trees, autumn tranquility, willow trees, photo taken with ektachrome, floating trees","Un par de cisnes nadan en el río inundado en la ciudad de Nueva York, Nueva York, el 11 de noviembre de 2018, árboles doblados sobre el río, árboles doblados sobre el río, patos, árboles ondulantes, parques y lagos, cipreses, pájaros y árboles, tranquilidad de otoño, sauces, foto, fotos tomadas con ektachromo, árboles de flotación",un par de cisnes nadan en el rio inundado en la ciudad de nueva york nueva york el 11 de noviembre de 2018 arboles doblados sobre el rio arboles doblados sobre el rio patos arboles ondulantes parques y lagos cipreses pajaros y arboles tranquilidad de otono sauces foto fotos tomadas con ektachromo arboles de flotacion,par cisn nadar inundado ciudad york noviembre doblado rio pato ondulant parques lagos cipreses pajaros tranquilidad otono sauces foto tomado ektachromo arbol flotacion,4,montana,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a group of people standing around a tree, in avila pinewood, natural botanical gardens, arrendajo in avila pinewood, in front of a forest background, one giant oak, coban, nature show, standing on a forest, walking upright in a forest, parks and monuments, forest environment, ancient forest like fanal forest, touching tree in a forest","Un grupo de personas de pie alrededor de un árbol, en Avila Pinewood, jardines botánicos naturales, Arrendajo en Avila Pinewood, frente a un fondo forestal, un roble gigante, coban, espectáculo de naturaleza, parado en un bosque, caminando en un bosque, parques y monumentos, ambiente forestal, bosque antiguo, como bosque fanal, táctil en un bosque en un bosque.",un grupo de personas de pie alrededor de un arbol en avila pinewood jardines botanicos naturales arrendajo en avila pinewood frente a un fondo forestal un roble gigante coban espectaculo de naturaleza parado en un bosque caminando en un bosque parques y monumentos ambiente forestal bosque antiguo como bosque fanal tactil en un bosque en un bosque,grupo persona pie arbol jardines botanico natural arrendajo avila pinewood frente fondo roble gigante cor espectaculo naturaleza parado caminar parques monumento ambiente forestal antiguo fanal tactil bosque,4,montana,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a street scene with a clock and a building, downtown mexico, bangkok townsquare, guanajuato, hdr photograph, in a city with a rich history, glowing epicentre, city street view background, mexico city, city quality lighting, in city street at night, hdr photography, the hard and strong buildings, tlaquepaque","Una escena de la calle con un reloj y un edificio, el centro de México, Bangkok Townsquare, Guanajuato, fotografía HDR, en una ciudad con una rica historia, un epicentro brillante, fondo de la calle de la ciudad, la ciudad de México, la iluminación de calidad de la ciudad, en la calle de la ciudad por la noche, fotografía HDR, edificios duros y fuertes, tlaquepaque",una escena de la calle con un reloj y un edificio el centro de mexico bangkok townsquare guanajuato fotografia hdr en una ciudad con una rica historia un epicentro brillante fondo de la calle de la ciudad la ciudad de mexico la iluminacion de calidad de la ciudad en la calle de la ciudad por la noche fotografia hdr edificios duros y fuertes tlaquepaque,escena reloj centro bangkok townsquare guanajuato rico historia epicentro brillante fondo mexico iluminacion calidad calle ciudad noche fotografia hdr edificio duro fuerte tlaquepaque,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a bridge with a car driving on it, santiago calatrava, metallic bridge, by Rodolfo Escalera, elegant bridges between towers, curved bridge, calatrava, highway and sunset!!, overpass, by Oswaldo Guayasamín, tall bridge with city on top, freeway, by Diego Velázquez, miles df, ramps","Un puente con un automóvil que conduce sobre él, Santiago Calatrava, Puente Metálico, de Rodolfo Escalera, elegantes puentes entre torres, puente curvo, Calatrava, carretera y puesta de sol!",un puente con un automovil que conduce sobre el santiago calatrava puente metalico de rodolfo escalera elegantes puentes entre torres puente curvo calatrava carretera y puesta de sol,automovil conducir santiago metalico rodolfo escalera elegante puent torre puente curvo calatrava carretera puesta sol,4,montana,MONTERREY_DESC_TRADUCIDO_LIMPIO
