image,prompt
2678107909798479435_2678107905880791745.jpg,"the new hilton hotel in melbourne, cascading highrise, sleek glass buildings, renzo piano, by Ricardo Bofill, skybridge towers, tall skyscraper, city high-rise, são paulo, taller than a skyscraper, transparent building, splendid haussmann architecture, the building is a skyscraper, by David Chipperfield"
2677384783602773806.jpg,"a man in a black hat, guanajuato, mexico, downtown mexico, ancient catedral behind her, mexican folklore, in a city with a rich history, tlaquepaque, inspired by Francisco de Burgos Mantilla, aztec architecture, mexico city, wearing sombrero, mexican vaquero, sombrero, jerez"
2343266436718349181.jpg,"a tall building with a clock on the front, neo - gothic architecture, gothic cathedral, dark gothic cathedral, neo gothic, neogothic, gothic architecture, inspiring gothic architecture, photographic isometric cathedral, neo - gothic, neo-gothic, alabaster gothic cathedral, gothic building style, neo-gothic concept, scary gothic architecture, 3 6 0 picture, neogothic art"
2431812289216800869.jpg,"a plate with meat and vegetables on it, food focus, mixed plate and leather armor, on a plate, meat and lichens, food. craft and adventure, the plate is on a wooden table, no restaurant, served on a plate, pork meat, tacos, central pork, breakfast at las pozas, woodfired, local foods, mixed animal"
3052542446320386376_3052542434408611007.jpg,"a view of the town of cueta, ecuador, whitewashed buildings, panorama of crooked ancient city, mud and brick houses, mountains and a huge old city, city of armenia quindio, peaked wooden roofs, cobblestone streets, old buildings, in a city with a rich history, white buildings with red roofs, colonial house in background, ancient buildings"
2405431695465709125.jpg,"a long hallway with columns and a ceiling, marble columns, gigantic pristine marble columns, tall columns, white marble interior photograph, marble white columns, marble columns in background, museum background, archs and columns, columns, museum light, classical stone columns, inside a museum, giant columns, hall of mirrors, pillars, many columns, hospital interior, pillars on ceiling"
2678828033517631329.jpg,"a man in a black shirt, daniel ricciardo, max verstappen, jesus alonso iglesias, f 1, formula 1, marc, good news on sunday, inspired by Alonso Vázquez, vale, sublime-cool-hot-hyperadvanced, red bull, dad energy, wearing orange sunglasses, dodging bullets, dark blue + dark orange, petrol energy, formula 1 garage"
3051816110928729095.jpg,"a street with people walking around it, tlaquepaque, art cover, sunset background, cover, guanajuato, cover art, golden hour background, phograph, by Aquirax Uno, parce sepulto, by Puru, quotev, inspired by Ramón Piaguaje, crepuscule, chiaoscuro, voque"
2362917800339654941.jpg,"a group of boats floating in the water at sunset, sunset view, changquan, the most beautiful sunset, at a beautiful sunset, azores, sunset, holywood scene, summer sunset, sun sunset, beautiful sunset, the sunset, during a sunset, farol da barra, which shows a beach at sunset, brilliant sunset, sunrise, evening sunset, with a sunset"
2283161259653063061.jpg,"a woman is leaning out the window of a train, travel and adventure, train far, expectation of adventure, train, polar express, the milky way express, steam trains, trains in the background, trains, locomotive, choo choo, railroad, railways, travel, steam train, conductor, high speed trains, goddess of travel, traveling through the mountains"
2777428191494355205.jpg,"pantei - pantei - pantei - pantei pantei pantei pantei pantei pantei pante, animal - shaped bread, pastry lizard, animal - shaped cake, panini, bun ), by Josefina Tanganelli Plana, bun, pastry, fantasy bakery, gastronomy magazine, a pastel, tight bun"
3215074526529869879_3215074519558930514.jpg,"a person holding a blue bowl with a dessert in it, ice cream on the side, burnt edges, melted cheese, ice cream, mac and cheese, chiaoscuro, melted cheddar, burnt armor, charred desert, cooked to perfection, burn scar left cheek, lasagna, hot food, serving suggestion, melted wax, melting cheese, nachos, a pastel"
2496772027775620010.jpg,"a stone bridge in the middle of a green field, aqueducts, las pozas, archways made of lush greenery, aqueduct and arches, acacia trees, ancient ruins and waterfalls, damaged vine bridge, sweet acacia trees, old stone bridge over the creek, old bridge, background lush vegetation, green trees, panoramic photography, stone bridge, natural botanical gardens"
2753510474386680564.jpg,"a statue of a man with a sword in the air, pink sky, pink skies, pastel palette silhouette, pink and grey clouds, pink clouds, pink clouds in the sky, pink mist, silhouette over sunset, female ascending into the sky, pink fog background, pink cloud background, pink sunset, pink clouds background, pink hues, athena, illinois vaporwave"
2570655448884480226.jpg,"a crowd of people, carnaval de barranquilla, bispo do rosario, inspired by David LaChapelle, holy themed, orthodox cyberpunk, by David LaChapelle, festival of rich colors, holy cross, festival, david la chapelle, favela spaceship cathedral, orthodox, wrapped in wires and piones, holy iconography, parade floats"
2989486364404959712.jpg,"a tall building with a clock on the top, neo - gothic architecture, tall stone spires, church cathedral, alabaster gothic cathedral, gothic architecture, asymmetrical spires, cathedrals and abbeys, gothic cathedral, inspiring gothic architecture, spires, cathedral background, romanesque style, tall spires, cathedral, neo gothic, gothic building style, dry archways and spires"
2973147740574081245_2973147729425636342.jpg,"a field of ali ali ali ali ali ali ali ali ali ali ali ali al, idyllic and fruitful land, immaculate rows of crops, green fields, rows of lush crops, a beautiful land art of a large, beautiful border, surrounding onions, “organic, organic and robotic, organic transistors, artichoke, wide angle landscape, dutch camera view, [ organic"
2348422193961215371.jpg,"a red bull racing car, formula 1, massive vertical grand prix race, max verstappen, formula one car, daniel ricciardo, f 1, 2 0 2 1 formula 1 audi car, f1 cars blurred in background, race footage, race track background, running robots in a marathon, f 1/3, montage of grid shapes, red bull, cheering crowds, renault"
2957730969122995017_2957730955189423015.jpg,"a long glass walkway with a sign that says ' the city ', cinematatic lighting, bangkok townsquare, 4 d cinema, filmatic, cinema lighting, on a futuristic shopping mall, appearing in a shopping mall, cinema still, cinematik, cinematix, shopping mall, cinematic view from lower angle, framestore, cineastic"
2999633398956976578.jpg,"a restaurant with a sign that says gozo, chocolate river, fully chocolate, chocolate, chocolate city, chocolate sauce, store, coffee shop, des boutiques avec des neons, storefront, fuji choco, the store, small hipster coffee shop, cafe, tlaquepaque, comfortable atmosphere, solarpunk cantine, by Carpoforo Tencalla"
2662163901700001831_2662163898470319779.jpg,"a horse drawn carriage on a cobb road, carriage, carriages with horses, ford model t, mexico city, downtown mexico, in a city with a rich history, colonial era street, cinematographic atmosphere, with horse driven, akt photography, 1 8 0 0 s vintage, guanajuato, cinematographic, by Juan Villafuerte, seville"
2423076448654883572.jpg,"the rio river in the rio valley, wide angle river, mountains and rivers, massive river, scenic view of river, with waterfalls and river, with trees and rivers, river and trees and hills, river rapids, the river is flowing its way, forest and river, river, in a river in the jungle, snake river in the jungle, 3 6 0 picture"
2913021415385032269_2913021379297397268.jpg,"a woman standing next to a bicycle with flowers in the background, floral painted backdrop, the walls are pink, woman with rose tinted glasses, floral background, brushed rose gold car paint, cement brick wall background, brown and pink color scheme, light pink background, dreamy floral background, cherry blossom background, spring vibes, pink background, sydney park, background full of brown flowers"
2527380109969619123.jpg,"a fountain with water in front of a church, tlaquepaque, ancient catedral behind her, guanajuato, downtown mexico, mexico, cathedral background, aztec architecture, mexico city, brutalist aztec architecture, large temples, cathedral of sun, in a city with a rich history, monumental structures, cathedral in the background"
2633803926567461896_2633803923958701123.jpg,"the title for the book, gazza ves, ffffound, gaussian blur, wolff olins |, grotesk font, graphic 4 5, focus and ( gaussian blur ), grayscale pantone, ( ( dark green, jayson tatum as guerilla heroica, inspired by Juan Carlos Stekelman, gradient pastel green, pale green background"
3281191050793354219_3281191045651017017.jpg,"the new city centre in brisbane, mexico city, downtown mexico, aerial photograph of skyscraper, with shiny glass buildings, sleek glass buildings, los angeles ca, sky - high view, los angelos, with tall glass skyscrapers, four stories high, los angeles, full of clear glass facades, luxury architecture, skybridge towers"
2418012186068748447.jpg,"a large crowd of people sitting in a theater, audience, audience sorrounding, rendering of beauty pageant, photo of a huge theaterstage, crowd of people, photo of a big theaterstage, cg awards gallery, crowd, awwwards, facing to audience, in front of a large crowd, cinémascope, bleeding audience, crowded people"
3118887704637256768_3118887696768878045.jpg,"a glass filled with a cocktail and garn, drinking cocktail, people drink cocktails, molecular gastronomy, citrinitas, mexican desert, 🐿🍸🍋, everything is made out of ice, cocktail in an engraved glass, detailed white liquid, white lava, cold drinks, chianti molotov cocktails"
3044146073438220984_3044146055318695424.jpg,"a bunch of comics sitting on top of a table, comic books, dark horse comics, image comics, comixology, comic book, green lantern, ethan van sciver, jump comics, dc comic, the green lantern, dc comics, forbidden planet, style of graphic novel, comics, splash comics, comic book:.2, stack of comics on the floor"
3045293851950473750_3045293823202827179.jpg,"a white background with the words ' elo ' and ' elo ', mucha |, mucha : :, alphonce mucha, wolff olins |, macho, typographic annotation, brutish, muchain, graphic 4 5, by Altichiero, flat mucha, boch, tachisme, expresive brush, swiping brushwork"
3237544913125694232_3237544907731687913.jpg,"a large mural in a museum, mexican muralism ) ravi supa, symbolic mural, in the art style of quetzecoatl, giant aztec spaceship, quetzalcoatl, mural art, wall mural, painted on a giant wall, giant aztec space city, ultradetailed mural, murals, tenochtitlan, muralism, mural, visionary arts"
2354963924542216844_2354963921580997088.jpg,"two girls hugging each other girls, geenss archenti flores, spirit hugs, cracks, lesbian embrace, reina rocin, vale encantado, red and white colors, celebration, alex flores, cam de leon, alegria, masqua, lighthearted celebration, marischa becker, brooke ashling, inspired by Hugo Sánchez Bonilla"
3002834073344406679_3002834044085070669.jpg,"a person is sping a piece of meat into a bowl, chili, amazing food photography, canned dog food on a plate, gelatinous green goop, steaming food on the stove, 4 k food photography, 4k food photography, pestle, salsa tricks, green steam rising from soup, award winning food photo, styled food photography, slimy and hot"
3007951843916556635_3007951816225827675.jpg,"a woman in a blue dress and a man in a black suit, pointè pose, pointé pose;pursed lips, dancing with each other, salsa dancing, salsa tricks, dancing gracefully, bolero, competition highlights, style of julia razumova, ballroom, salsa social dance, contemporary dance, smiling and dancing, couple dancing, dancers"
2533210105262704823.mp4.fdash-643444207913572ad,"a wooden table with chairs and a brick wall, at ancinet agora of athens, eora, wes anderson background, an escape room in a small, theophanic atmosphere, wes anderson film screenshot, office/thrift store/social hall, concept eclectic, eniac computer, moody : : wes anderson, overlaid with cyrillic words"
3126739416198905962.jpg,"two men in red suits stand in front of a white wall, new balance pop up store, an escape room in a small, exhibit, appearing in a shopping mall, retaildesignblog, clothed in cyber armour, clothes from the future, retaildesignblog.net, red sport clothing, faceless human figures, death and robots two in the void"
2878866197547454116_2878866187900480124.jpg,"a fountain in the middle of a city square, on a great neoclassical square, featuring flowing fountains, fountain of water, marble columns in background, featuring marble fountains, in a city with a rich history, statue is a fountain, tiled fountains, fountain, ancient monument waterfall, fountain in the middle, immortality fountain, fountain of youth"
2781720580292486952_2781720575980648247.jpg,"a large building with a clock on the front, city of armenia quindio, ancient catedral behind her, pilar, quito school, the hard and strong buildings, portal, monumental giant palace, baroque architecture, tlaquepaque, church cathedral, simón staalhag style, hosada, colonial house in background"
2884755074610084375.jpg,"two bowls of fruit and oranges on a blue and white table cloth, tlaquepaque, colorful coctail, styled food photography, cold drinks, realistic colorful photography, jerez, gastronomica magazine, amazing food photography, plates of fruit, made of fruit and flowers, realistic detailed photography, mixing drinks, mexican desert, hyperrealistic mixed media"
3390406227229147679.mp4.fdash-458181650236180ad,"a group of people standing around a shrine, tlaquepaque, dia de los muertos, colorful lanterns, celebrating day of the dead, (dia de los muertos), ( dia de los muertos ), ( ( dia de los muertos ) ), dia de los muertos!!, parade setting, dia de muertos, festival. scenic view at night"
3324724090395023254_3324724077719874708.jpg,"a white background with the words, ' elo ' and ' elo ', awwwards, ffffound, wolff olins |, mucha : :, dixit card, graphic 4 5, esty, wlop : :, by Altichiero, behance. polished, ( ( ( el dia los muertos ) ) ), dialog text"
2717996202990933543.jpg,"a piece of bread with a flower on top, made of flowers and berries, made of flowers and fruit, made of fruit and flowers, sandwich with fried tofu, stroopwaffel, an island made of food, edible flowers, award winning dish, maple syrup & hot fudge, award winning food photo, one sandwich with fried tofu, deconstructed waffle"
2954273620474452042_2954273608864497954.jpg,"the cathedral of san at dusk, guanajuato, ancient catedral behind her, cathedral of sun, tlaquepaque, cathedral background, downtown mexico, cathedrals and abbeys, mexico, cathedral in the background, mexico city, cathedrals, aztec architecture, cathedral, in a city with a rich history, church cathedral, sacred architecture"
3281191050793354219_3281191045659467585.jpg,"a hand holding up a book in front of a building, brochure, overlaid with arabic text, museum catalog, inspired by Sheikh Hamdullah, exhibition catalog, big opened book, imet2020, an open book, book cover, procreate 2 0 2 2, exhibition catalogue, promotional material, promotional poster, 2021, 2 0 2 1"
2755600721783632610_2755600715013985159.jpg,"a gaze in the plaza de espana, jerez, seville, doves flying into the portal, doves : : rococo, under glass dome, doves, ornate french architecture, gazebos, wrought iron architecture, rococo architecture, talaat harb square cairo, naples, spain, ornate palace made of green, in a city with a rich history, downtown mexico"
2952823889411711464.jpg,"the building is a modern and modern design, cascading highrise, panoramic photography, 3 6 0 render panorama, with shiny glass buildings, beautiful panoramic imagery, sleek glass buildings, glass reflections on top, skybridge towers, mirror and glass surfaces, 3 6 0 picture, 3 6 0 panorama, modern glass building, transparent building, glass buildings"
2972182198396814509.jpg,"a counter with a bunch of bread in it, breakfast at las pozas, small hipster coffee shop, cafe lighting, coffee shop, cafe interior, in a coffee shop, in a bright cafe, enjoying coffee at a coffee shop, inside a french cafe, cafe tables, the backrooms liminal space, sitting alone in a cafe, cafe, comfortable atmosphere"
2594120192172892391.jpg,"a field of ag ag ag ag ag ag ag ag ag ag ag ag ag ag ag ag ag ag, mexican desert, beautiful new mexico landscape, photo taken with ektachrome, mexico, defence, beautiful vistas with cacti, idyllic and fruitful land, blue rim light, by Hugo Heyrman, new mexican desert background, adapted to a drier climate"
3327568285033490191.fdash-1133147274768276_mpd_qe=R1_v.mp4,"a pond in the japanese garden, garden pond scene, pond landscape, pond with frogs and lilypads, koi pond, japanese garden, himeji rivendell garden of eden, photograph of enchanted garden, manicured garden of eden, lotus pond, lush plants and bonsai trees, pond scene, royal garden landscape, terraced orchards and ponds"
2831718167372117460.mp4.fdash-412838310299822ad,"a bowl of soup with a grape and orange, aji de gallina, muy definido, simón staalhag style, casiopea, aspic, foto realista, good soup, inspired by Alonso Vázquez, brown bread with sliced salo, mulato, high definition 3 d render, gastronomica magazine, spanish"
2533210105262704823.fdash-176462192169682_mpd_qe=UNKNOWN_vd.mp4,"a black and white photo of a tall building, neo brutalism, brutalist shiro, futuristic sao paulo, realistic building, cubism brutalism architecture, artwork of a building, futuristic building, inspired by Victor Enrich, futuristic tower, 3d printed building, oscar niemeyer, cubo-futurism, cubo - futurism, são paulo"
2510008593222207290.jpg,"two women walking through an alley in cordoba, tlaquepaque, in a city with a rich history, downtown mexico, guanajuato, jerez, tourism, cobblestone floors, travel guide, by Juan Villafuerte, mexico, museum background, two women, ancient catedral behind her, travel ad, by Federico Uribe, pueblo architecture"
2935912913195668642.jpg,"the entrance to the cemetery in the city of san, parks and monuments, guanajuato, monumental structures, tlaquepaque, a monumental, in a city with a rich history, marble white columns, mexico city, jc park, photo taken with ektachrome, large pillars, jerez, on a great neoclassical square, roman monuments"
2449117926820791973.jpg,"a white poster with the words ' siboja ' and ' bliss ', insibidi symbols, symbology, minimalissimo, simplified forms, infographics. logo. blue, shipibo, trending on logostation, logopond, wolff olins |, logotype design, infographics, simplified, floating symbols, labeled diagrams, zigor samaniego style"
3252186475730887428.fdash-292131067156034_mpd_qe=R1_v.mp4,"the title for the book, ' conder ', glamour, gastronomica magazine, guggimon, wearing gui, gastronomy magazine, pilar gogar, chaumet style, glair, mucha : :, gaturro, gluttony, inspired by Enrique Grau, cuisine, wolff olins |, fast food"
2644069522779139943.jpg,"the view from the top of the hill in quit, ecuador, white buildings with red roofs, tlaquepaque, panorama of crooked ancient city, cathedrals and abbeys, downtown mexico, yutja, coban, whitewashed buildings, guanajuato, beautiful small town, mexico, red roofs, town background, foto realista"
3375428271669321800_3375428249204739671.jpg,"a carousel with people riding it, fairground rides, amusement park attractions, amusement park, swings, amusement park interior design, digger land amusement park, amusement park buildings, carnival, carnival background, ( ferris wheel ), ferris wheel, witchlight carnival, carousel, rides, outdoor fairgrounds, riding in the sky, suspended in air, theme park, carnival on the background"
2387572399323226964.jpg,"a plate of fruit sitting on a table, obsidian pomegranade, mangosteen, golondrinas, strange fruits, fruitcore, kinemacolor, hand grenades, pomegranates, made of flowers and fruit, made of fruit and flowers, tlaquepaque, avocados, fruits, dragon eggs, red ocher"
2398432415945214640_2398432412723976791.jpg,"a white background with the words, ' veda ', ffffound, by May de Montravel Edwardes, by E. William Gollings, graphic 4 5, \'emulador\', edward rucha, best seller, erak note, sidney lugo, moody : : wes anderson, verdadism, adularia, mucha : :"
2667956845733730185.jpg,"a street with a clock tower and a building, tlaquepaque, photoweb, voque, yutja, app, photodirector 3 6 5, photodirector 365, parce sepulto, traverse, travel guide, ad image, mobile app, downtown mexico, quechua!, foto realista, guanajuato, hot and humid"
3167794852250863824_3167794846680810664.jpg,"a group of boats floating in the water at sunset, by Fikret Muallâ Saygı, by Michalis Oikonomou, hdr photograph, by Demetrios Farmakopoulos, vibrant sunset, sunset view, colorful sunset, the most beautiful sunset, stunning sunset, summer sunset, beautiful sunset, turkey, gorgeous romantic sunset, spectacular sunset, sunset"
3237544913125694232_3237544907647965366.jpg,"a building with purple flowers in front of it, jerez, tlaquepaque, seville, guanajuato, lavender flowers, lavender plants, spain, lavander and yellow color scheme, purple colors, in a city with a rich history, baroque architecture, purple drapery, lavender, inspired by Antonio de la Gandara, floreal"
2657628753999448673.jpg,"a poster advertising a glass of wine, gastronomica magazine, cover of new york times, in the cover of new york times, award - winning magazine cover, wolff olins |, gastronomy magazine, game cover, macuahuitl, book cover, magazine ad, magazine advertisement, toiletpaper magazine, retro cover, cover of magazine, package cover"
2910122405724740845_2910122385063581546.jpg,"a small bowl filled with food and garn, molecular gastronomy, gastronomy magazine, over a dish and over a table, by Jean-Pierre Norblin de La Gourdaine, alien food, alien desert, michelin starred restaurant, award winning dish, dessert, magic frozen ice phoenix egg, michelin 5 star, peter guthrie, fantasy food world, gourmet restaurant, mexican desert"
2570142044432314295.jpg,"a white building with a sign that says pego, behance. polished, an escape room in a small, restaurant exterior photography, pexels, pelzebug, patio, archways made of lush greenery, restaurant, filled with plants and habitats, entrance, gastronomica magazine, permaculture, featured on pexels, pablo perdomo"
2870751540697792813.fdash-1701437053923305_mpd_qe=UNKNOWN_v.mp4,"a man in a black shirt and black pants is skating, dynamic skating, eddie del rio, t-pose of male magic wizard, mario martinez, nivanh chanthara, michael pangrazio, jeremy enecio, david villegas, eros, photo from the olympic games, sayem reza, james zapata, skinny male magician"
3276169635747084794.fdash-7665614183451792_mpd_qe=R1_v.mp4,"a bottle of wine and a plate of cheese and grapes, romantisism, with a bottle of wine, romantic ambiente, wine, red wine, bottle of wine, themed after wine, napa, wine label, romanticism, romantic style, romantic mood, romanticism style, real ungine, neo-romanticism, neo - romanticism, romantic undertones"
3281191050793354219_3281191045651055681.jpg,"the cathedral in mexico, tlaquepaque, chihuahua, cathedral background, black cat in a city made of yarn, ancient catedral behind her, god had dog chihuahua's head, cathedrals and abbeys, by Dave Arredondo, downtown mexico, guanajuato, animal - shaped statue, by Chris LaBrooy, religión"
2907223299687751568_2907223265319698326.jpg,"a bench and palm trees on the side of a lake, road to the sea, summer street near a beach, walkway, coast as the background, near the beach, near the sea, holywood scene, boulevard, beachfront, walkways, marbella, sidewalk, lake view, boardwalk, shore of the lake, split near the left, un dia de paz"
2365093284473373653.jpg,"a girl sitting on a deck looking out at the sunset, girl watching sunset, roof background, alena aenami and lilia alvarado, earthship, alena aenami and artgerm, airbnb, panoramic centered view of girl, sunset view, beautiful background, resort, hollister ranch, mexico, gorgeous background, sydney park, with a sunset"
2565763314342470274.jpg,"a white shirt and black shorts with a smiley face on it, trending on society6, smile face, image on the store website, smiling mouth, disco smile, smiling mask, society 6, small wide smile, graphic tees, perfect smile vogue, closed-mouth smile, closed - mouth smile, smile, smiling fashion model, horror smile, smiling face"
3286231254105098709_3286231248770169352.jpg,"a building with a clock on the side, 3 6 0 picture, image split in half, 3 d perspective, beautiful panoramic imagery, google point of view, 3 d reflections, 3 d ar vr art, symmetrical doorway, hdr photorealism, world seen only through a portal, portal to alternative reality, eyelevel perspective image, 360º"
2907887885680255786_2907887863534206660.jpg,"a large aquarium with many fish in it, okinawa churaumi aquarium, a huge glass tank, aisles of aquariums, aquarium, giant aquarium in natural cave, big aquarium, under water deep sea laboratory, inside a glass box, fish eye view, (fish eye), fish-eye lens, fish - eye lens, low angle fish eye lens"
2631085859368334792_2631085856113351445.jpg,"a gaze in the middle of a park, tlaquepaque, city of armenia quindio, gazebos, ornate palace made of green, the empress’ swirling gardens, parks and gardens, by Cherryl Fountain, gardena architecture, carousel, fountain of water, plaza, statue is a fountain, parks and monuments, fountain in the middle"
3004343457090146270_3004343435799862788.jpg,"a menu with a picture of a ta ta ta ta ta ta ta ta ta ta ta ta ta ta, tacos, omar ortiz, cookbook photo, restaurant menu photo, food advertisement, brochure, cinemática, otorhinology, taco, getting his tacos and drink), chiaoscuro, travel ad, chilaquiles"
2768006028126603992.jpg,"a city at night with a lot of traffic, mexico city, downtown mexico, cities flourishing, megacity streets seen from above, soaring above a dense city, aerial view of a city, megacity, bird's eye view of a city, tenochtitlan, aerial photo night vision, very beautiful!! aerial shot, flying in the air over city, mexico"
2580349146752041070.jpg,"a patio with a table and chairs and a green umbrella, plants on pots and on the walls, stucco walls, houzz, beautiful creative space behind, zaun, lush chic garden, white wall coloured workshop, the backrooms liminal space, zinc white, wall mural, sublime-comfy-elegant ambience, interior white wall, walls with tone of yellow"
3212903132035806981.mp4.fdash-705368018307539ad,"a circular view of a city with buildings, tlaquepaque, living planet, google point of view, little planet, 4k photo gigapixel, aerial spaces, 3 6 0 picture, mapbox, 4k drone photography, color aerial photo drone, drone view, drone photography, dji top down view, 3 6 0 capture"
2454903862871578435_2454903859969176556.jpg,"a table full of bowls of different foods, overflowing feast buffet table, nachos, ingredients on the table, tacos, delicious food, bowl filled with food, humus, spices, maher morcos, food focus, chips, an island made of food, cuisine, the table is full of food, ethiopian, bar background, food stall, chili, taco"
2331760527966045812.jpg,"colorful flags hanging from a building in oaxaca, mexican folk art, highly intricate and colorful, colorful ideas, colorful detailed projections, colorful lanterns, festival of rich colors, colorful adornments, intricate colorful, vibrant colors americana, guanajuato, vivide colors, color pigments spread out in air, colorful art, tlaquepaque"
3062427064634069633.mp4.fdash-2516622971836777ad,"a row of bikes parked on the side of a road, seamless micro detail, miami, bicycles, bicycle in background, múseca illil, electric motors, vivic colors, #green, medium frame, miami beach, bicycle, green technology, piroca, microchip, petrol, mechanized transport, riding on the moped scooter, moped"
2683288831774438446_2683288827647452983.jpg,"a staircase with a painting on the wall, at behance, noir art house, gallery lighting, ouchh and and innate studio, commercial lighting, art house, above the family room, artstatiom, multi-layered artworks, contemporary art gallery, art decor, staircase, artstation hq, 1 staircase, art station cfg _ scale 9"
2281045527230186595.jpg,"the terraces at the top of the hill, pyramid surrounded with greenery, terraced orchards and ponds, with a volcano in the background, in a open green field, in a large grassy green field, green fields in the background, mountains surrounding, green field, farm background, blue sky and green grassland, green fields, volcano in background, an expansive grassy plain"
3034013698380317516_3034013660849646449.jpg,"a table with bowls of food and bowls of chips, tacos, bowl filled with food, maher morcos, mexican desert, chili, simón staalhag style, over a dish and over a table, taco, 4k food photography, 4 k food photography, mexican vaquero, the plate is on a wooden table, boiling imagination in a bowl"
2933228172794114358.fdash-546041098180460_mpd_qe=UNKNOWN_v.mp4,"the facade of the pantheon of rome at night, pink marble building, pink lighting, atmospheric red lighting, cyberpunk church, cinematic and dramatic red light, detailed red lighting, pink light, pink and blue lighting, cyberpunk temple, cinematic red lighting, blue and pink lighting, dramatic pink light, reddish exterior lighting, ominous lighting, cyberpunk cathedral, rococo cyberpunk"
2678107909798479435_2678107905914412205.jpg,"a group of boats floating in a lake at sunset, lake filed with molten gold, photo of a camp fire underwater, oranges floating in the water, submerged on titan, boats in the water, surreal dramatic lighting, fishing boats, flooded fishing village, stunning light reflections, surreal water art, floating candles, photoshop water art, floating vehicles, water reflecting suns light"
3246372666784494678_3246372661407454792.jpg,"sebastian saen, red bull racing, giving the thumbs up, giving a thumbs up, daniel ricciardo, victor, thumbs up, giving a thumbs up to the camera, vale, f 1, thumb up, inspired by Alonso Vázquez, doing a thumb up, showing victory, marc, monaco, good news on sunday, giorgio, kimi vera"
2474479598049628970.jpg,"a woman standing in front of a sign, at a volcano, girl standing on mountain, hiking in rocky mountain, volcanos, girl walking on mountain, standing close to volcano, active volcano, with a volcano in the background, colorado, time to climb the mountain path, standing in front of a mountain, volcanoes, tourists in background, tourism, csp"
2519415778862685207.mp4.fdash-697574185587948ad,"a person holding an umbrella in the middle of a puddle, foto realista, mexico, downtown mexico, by Dave Arredondo, mexico city, mexican warrior, guanajuato, mexican, by Rodolfo Escalera, by Juan Villafuerte, vibrante colors, flickr contest winner, latino, by Federico Uribe, mexican folklore, chihuahua"
2620930997372377890_2620930992322534084.jpg,"the city skyline at dusk, city twilight landscape, city sunset night, vista of a city at sunset, night city on the background, colorful night sky, twilight skyline, twilight city on the background, night setting, vibrant city lights, scenic view at night, long exposure outside the city, hdr photograph, night city in the background, city at night, blue hour photography"
