image,prompt
941748299147378573.jpg,"a large pool with a lounge chair and a view of the ocean, infinity pool, sit on the edge of swimming pool, dream pool, infinity concentric pool, overlooking the ocean, azure blue water, beachfront mansion, sitting at the edge of pool, views to the ocean, rectangular pool, blue ocean, azure ocean, greek pool, bright deep blue"
1500402275989604190.jpg,"a beach with a few chairs and a wooden structure, wicker art, palm leaves on the beach, in a beachfront environment, beach setting, beach background, beachfront, beach bar, wicker chair, beach aesthetic, the lost beach, parasols, bar background, by Carol Bove, wooden structures, trending on unsplash, next to the sea, beautiful beach"
2797593415355454461.jpg,"a table with plates of food and drinks, an island made of food, plates of fruit, coconuts, made of food, coconut palms, tropical birds, coconut trees, restaurant!!!, restaurant!!, the table is full of food, delicious food, colorful caparisons, offering a plate of food, over a dish and over a table, tropical fruit, gourmet restaurant"
1309614475359710623.jpg,"a statue of a woman in the ocean, underwater statues, giant gold head statue ruins, guanyin of the southern seas, underwater shrine, sitting in her throne underwater, portrait of a sunken ship, sitting in his throne underwater, broken statues, bottom of ocean, deep ocean sculpture, at the bottom of the ocean, humans hide in the underwater, submerged to waste"
3291752373864104832.mp4,"the island of koi, thailand, runway, gigantic landing pad, on the runway, flying island, ground angle uhd 8 k, plain stretching into distance, thanshuhai, instagram photo amazing view, ground angle hd 8 k, drone camera angle, beautiful magical palm beach, airport, lê long, very beautiful!! aerial shot, perspective shot from the sky"
3367423623931705130_3367423611659127660.jpg,"a golf course with palm trees and a pond, golf course, palm trees in the background, palmtrees, tree palms in background, beautiful magical palm beach, incredible reflections, perfect green fairway, brilliant reflections, palm trees, palm trees outside the windows, smooth reflections, the palms come from the ground, chrome reflections, glassy reflections, beautiful reflections, palms"
2700304362674426039.jpg,"two women walking on the beach with surfboards, surf, surf photography, standing on surfboards, maybe small waves, surfing, sables crossed in background, coast as the background, south african coast, beach scene, by Jacob Willemszoon de Wet, paradise in the background, sunset beach, by Jerry Weiss, ocean swells, girl looking at the ocean waves"
1301591430640598248.jpg,"two men in suits and ties standing next to each other men, imet2020, cam de leon & john j. park, pacal votan, paul pepera pablo roldan, carlos samuel araya, ignacio fernandez rios ”, salustiano garcia cruz, andrew gonzalez, omar ortiz, ibex masters, juan diaz canales"
2643162814849941838_2643162811251178673.jpg,"a group of people standing in a tunnel, inside the tomb of jesus, in a medieval crypt, inside a crypt, les catacombes, underground room, empty bathhouse hidden in a cave, underground city, underground bunker, background is a low light museum, inside a tomb, wine cellar full of food, catacombs, in an ancient tomb, dry archways"
2393945095232820677.jpg,"campeonale barcelona vs real madrid, summer camp, advertisment, promotional poster, apocalpyse, campy and colorful, camp, zombies apocalipsis, promo poster, advertisement, commercial banner, commercial, promotional material, poster composition, good news on sunday, community celebration, advertisement poster, promo, masqua, chiaoscuro, game promotional poster"
1329918302059079347.jpg,"a view of the ocean from a boat, blue sea, deep blue oceans, deep blue water, azure blue water, bright deep blue, dark blue water, blue ocean, blue waters, picton blue, view from the sea, blue water, deep blue, deep blue ocean color, deep blue ocean, blue sunny sky, island in a blue sea, turkey"
1839299577318887938.jpg,"two people surfing in the ocean with one person on a surfboard, surf, surfing, surf photography, midair, mid air, action sports photography, flying through the air, air shot, mid air shot, airborne view, standing on surfboards, overhead angle, big wave surfing, extreme sports photography, flying over the ocean, wipe out, hovering in the air"
2556208080533009972.jpg,"a group of people sitting in chairs watching a presentation, by Manuel Rendón Seminario, workshop, best practices, integrating with technology, workshop background, digital marketing, inspired by Herb Aach, linkedin, justify content center, school curriculum expert, incoherents, chemical woekshop, main character center focus, illustratioin, center focus, by Judith Gutierrez"
1838534522570585165.jpg,"a man standing on a stage with a microphone, limit, 4 5. 7 mplens, service robots, in the argentine congress, servers, server, world record, servants, server in the middle, wearing lab coat and a blouse, overlords, 1 8 year limit, cloud server, atsmospheric, mandables, memorable, alp, cospay"
1479473484052491348.mp4,"the coastline of goa, hills and ocean, nazare (portugal), coastline, view of the ocean, ocean cliff view, coast as the background, mountains and ocean, ocean view, coastal, south african coast, coast, mountains and oceans, green sea, salvador, breath-taking beautiful beach, green ocean, the emerald coast, beach is between the two valleys"
2952861723586641497_2952861720692463339.jpg,"a rocky beach with a body of water and trees, rocky shore, beach and tropical vegetation, paradise in the background, rocky cliffs, rocky beach, photo taken with ektachrome, rocky coast, island in the background, ocean cliff view, island background, ocean and rock landscape, on an island, hills and ocean, coast as the background, view of the ocean"
2116401739545809807_2116401736181927590.jpg,"the cliffs of the sea in the sunset, japan shonan enoshima, kamakura scenery, nazare (portugal), sunset kanagawa prefecture, cliff side at dusk, like jiufen, cinq terre, kamakura period, ocean cliff view, the taoist temples of huangshan, aoshima, braavos, kanagawa prefecture"
1465311539497834293.jpg,"a boat is docked on the water near a dock, green waters, green sea, blue and green water, green ocean, sparkling cove, low camera angle at water level, green water, green and blue, greenish blue tones, south african coast, greens and blues, the emerald coast, green and blue colors, blue waters, dark green water, clear blue water"
2810543872184746627_2810543866807758119.jpg,"a sunset view from the top of a cliff, cliff side at dusk, ocean cliff view, colorful sunset!!, hdr colors, japan shonan enoshima, beautiful and spectacular dusk, hdr photograph, colorful sunset, vibrant sunset, sunset background, overlooking the ocean, hdr color, beautiful sunset, the most beautiful sunset, sunset view, malibu canyon, hdr photography, sunset colors"
863352728515116114.jpg,"a table with plates of food and drinks on it, overflowing feast buffet table, an island made of food, the table is full of food, long table, offering a plate of food, delicious food, the plate is on a wooden table, 4k food photography, 4 k food photography, no restaurant, beach setting, full plate, restaurant!!, restaurant!!!"
2901901714631929745_2901901710923976095.jpg,"a group of people standing on top of a stage, paintball world cup, cloth banners, banners, tournament, rollerskaters, commercial banner, contest, female calendar, graphic design contest winner, wearing netrunner clothing, competition highlights, rendering of beauty pageant, posters, rollerbladers, running robots in a marathon, contest award winner, digital banner"
2417821040704256158.jpg,"a view from the water of a lake with a boat in the fore, green waters, photo of the middle of the ocean, photo taken from a boat, blue waters, a photo of the ocean, green ocean, the photo was taken from a boat, the city of santa barbara, ultra wide angle horizon, green sea, blue and green water, beautiful panoramic imagery"
931359269629066409.jpg,"a plate of food with a knife and knife, ad image, promotional images, travel ad, contrastive colors, avacado dream, on a canva, chilaquiles, cinemática, pacal votan, vibrant colors americana, mexico, vale encantado, contest, veveltaria, hotoverse, food. craft and adventure"
3386669922375977311.jpg,"a bottle of water and a glass on a table, yolie leif, glass bottle, cold drinks, sparkling water, yan morala, refreshing, ycbcr, yeltsin, yoworld, yutja, yamy, yand.re, cuban setting, tropicalism, yamy yamy, inspired by Dorothy Coke, waterfals"
2765867551805487075.jpg,"a man in a hat is standing in the jungle, green jungle background, jungle around him, colombian jungle, apocalypto, background lush vegetation, in a tropical forest, in a jungle environment, plants and jungle, jungle background, lush exotic vegetation, jungle setting, in a jungle, in the jungle, walking through a lush jungle, lot of exotic vegetation"
2810543872184746627_2810543866891654919.jpg,"a flag flying high in the air at a parking lot, mexico, guanajuato, downtown mexico, flag, beautiful border, flags, red and black flags, green flags, red and black flags waving, mexico city, mexican folklore, american flag in background, mexican, los angelos, american flag on background, tricolor background, vale encantado"
1494658833582071403.jpg,"a sunset on the beach with a person walking on the sand, which shows a beach at sunset, film screenshot, color film still 1 9 7 7, still from a music video, screenshot from the 1983 film, kauai, screenshot from a movie, sunset beach, dreamy sequence, movie screenshot, still frame from a movie, cinematic opening shot, opening shot"
2464294277017380850.jpg,"a beach with a large rock in the middle, island in a blue sea, australian beach, an island made of caviar, island background, beautiful magical palm beach, two medium sized islands, the rock is in the sea, flying rocky island, island in the background, flying island, scattered islands, breath-taking beautiful beach, beautiful sea landscapes, beautiful beach, flying islands"
2939555523793044277_2939555516973234678.jpg,"people are standing near a sign that says no to the corona, masked doctors, surgical mask covering mouth, people are wearing masks, viral photo, staff wearing hazmat suits, wearing mask, clean medical environment, apocaliptic contamination, health supporter, medical mask, enviromental portrait, viral image, full mask, jayson tatum as guerilla heroica"
2011229585701810188.mp4,"the city lights at night, waikiki beach skyline, tropical coastal city, japanese city at night, city at night, night city on the background, vibrant city lights, scenic view at night, distant mountains lights photo, city lights on the horizon, night time city background, night city in the background, night cityscape, puerto rico, night lights, city lights"
2810543872184746627_2810543866782542845.jpg,"a man playing golf on a green field, launching a straight ball, dynamic shot, forward facing angle, perfect dynamic posture, sports photography, fantasy medium shot, golf digest, golf course, face and upper body focus, perfect green fairway, deep shafts, leisure activities, up to the elbow, sport photography, giant wooden club, award winning sports photography, perfect dynamic position"
2965923903634935950.mp4,"a wooden table with a sign that says ' war ', spartan, spartan warrior, smiling spartan, spartan rage, spartan armor, mihail spil-haufter, black stencil, diselpank art, dark taint :: athletic, 2 d logo, dressed in spartan armour, 3 d logo, stencil, there is a skull over a table, spraypaint"
1298767221878856227.jpg,"a sunset with a tower in the background, watch tower, farol da barra, silhouette over sunset, orange sunset, orange sun set, lookout tower, orange lit sky, tall golden heavenly gates, sunset background, orange sky, sunset ligthing, shadow of the cross, crucifix, jesus on cross, jesus on the cross, cristo redentor, cross composition"
1156808297437855718.jpg,"a man standing on a green golf course, beautiful magical palm beach, sun coast, coconut palms, golf course, coconut trees, palm trees in the background, palm trees on the beach, tropic climate, golf course in background, perfect green fairway, tropical climate, paradise in the background, tree palms in background, beach and tropical vegetation, david noren, long beach background"
2638293975927212326.jpg,"a boat is sailing in the ocean near rocks, cool white color temperature, blue sunny sky, hot and sunny, hot and humid, tropical climate, 3 5 °, hot with shining sun, by Altichiero, home page screenshot, sunny weather, scorching weather, very sunny weather, cold sunny weather, blue sunshine, atmospheric environment, hot sun"
2778094716747881144_2778094711538490853.jpg,"a group of people riding on top of a boat, mangrove swamp, in an african river, in a river in the jungle, 3 boat in river, small boat, sitting in a small bamboo boat, the jungle at the background, . background: jungle river, on a floating rock island, nile river environment, crossing the river, one small boat, boat"
801692186172324961.jpg,"a poster for the release of the new album, ' rad ', rafeal albuquerque, cr3, riyahd cassiem, diego 5, techno concert advert, ultra detailled, ruanjia, huleeb, unreal engin 5, xray hd, 4 khd, 4khd, 5th edition, rafael, y 3, y3"
874777960324923316.jpg,"a group of people standing on top of a beach, hundreds of chairs and tables, covered outdoor stage, on an empty stage from above, flowing white robes, luxurious wedding, the bird's - eye view, birds - eye view, mar-a-lago, hd aerial photography, beach party, infinity pool mirrors, ceremony, beautiful setting, many plants and infinite pool"
2635344545825506710_2635344542428158230.jpg,"a plate of food with fries and a salad, burger on a plate, served on a plate, fish made of pancake, the plate is on a wooden table, burger with human eyes, deathburger, the fork is on a plate, grilled chicken, nachosaurus, salmon khoshroo, on a plate, cheeseburger, nachos, garnishment, melted cheddar"
1230176303630647154.jpg,"a large crowd of people standing on the beach, marathon race, gofl course and swimming, crowded beach, marathon, three people running a marathon, people swimming, crowds of people, huge crowd on drugs, in front of a large crowd, bustling with people, colorful crowd, crowd of people, people running, crowded people, immense crowd of varied people, busy crowds"
2907590187078618023.jpg,"a plate of chicken with cole cole cole cole cole cole cole cole cole cole cole cole cole cole cole cole cole cole cole cole cole cole cole, grilled chicken, serving rack of ribs, salmon khoshroo, devi wings, ribs, hasanabi, wings of fire, grilled artichoke, fiery wings, piroca, salmon, exotic fish, bone wings"
1996054788000964632_1996054782867063441.jpg,"a beach at sunset, sunset on the beach, sunset at the beach, sunset beach, which shows a beach at sunset, at the beach on a sunset, beautiful sunset, sun sunset, sunset!!!, it is sunset, the sunset, sun set, sunset, at a beautiful sunset, the most beautiful sunset, sunset view, beautiful beach, standing on the beach at sunset"
1735217608667281193.jpg,"a poster for the event with a graphic of people in a house, pandemic, pro - vida, diseno limpio de facil lectura, todo hecho con papel de pinata, health supporter, achluophobia, hdrp, un dia de paz, zombies apocalipsis, cdx, hosada, airbnb, clean borders"
2087133452324247467.mp4,"a close up of a fish in a tank, sea horse, full view of seahorse, seahorse, cat seahorse shapeshifter, seahorses, plume made of seaweed, underwater sea monster, gulper eel, deep sea creature, he is covered with barnacles, underwater sea dragon, cat seahorse fursona, tentacles growing from its face"
1572537641323291818.jpg,"a crowd of people sitting around a table, hbo showtime boxing, in a jungle environment, the jungle at the background, signing autographs, the jungle, the blue panther, by Oswaldo Guayasamín, press conference, pedro correa, juan diaz canales, film still of manny pacquiao, carlos samuel araya, celebrities, pablo perdomo, wildlife preservation"
1241363960708595204.jpg,"a poster for the festival with the words, ' kela christiana ' and ' lagea ', tropicalism, (tropicalism), chile, # rococo, rococo!, tropic climate, los angelos, dance trance edm festival, ultra detailled, 3 band lineup, casiopea, live at lollapalooza, crepuscular!!, alegria"
1764895808011729570_1764895767216050766.jpg,"a diver in the coral reefs of the great barrier, underwater view, underwater face, side profile in underwater, underwater with coral and fish, underwater life, underwater background, under the ocean, an diver is under the sea, swimming deep underwater, deep underwater, undersea environment, a diver is under the sea, underwater scenery, covered in coral and barnacles"
944498372126047605.jpg,"a view of the city of puerto from the top of the hill, downtown mexico, guanajuato, mexico, favela, view over city, city view, favelas, location ( favela ), city of the jungle, city on a hillside, entire city in view, salvador, city in the background, city on the background, surrounding the city"
2069224110955005945_2069224108488841398.jpg,"a city at night with a boat in the water, waikiki beach skyline, puerto rico, tropical coastal city, nagasaki, scenic view at night, night sea, waikiki beach, city at night, moroccan city, tone mapped, night view, the sea seen behind the city, distant mountains lights photo, set at night, photo taken at night, taiwan"
2592396270197121076_2592396267042992319.jpg,"a scuba in the ocean with a large coral, underwater with coral and fish, underwater background, underwater environment, an diver is under the sea, undersea environment, coral reefs, underwater view, a diver is under the sea, side profile in underwater, underwater face, humans hide in the underwater, underwater life, deep underwater, in a underwater horror scene, underwater scenery"
2949901918144258690_2949901911131305114.jpg,"a man sitting on a wall near a building, battlements with soldiers, quito school, 1 9 4 8 photo, 1 9 7 5 photo, by Gilberto Soren Zaragoza, 1 9 3 8 photo, 1981 photograph, fotografia blanco y negro, auschwitz camp, las pozas, 1987 photograph"
2859911335213478861.mp4,"the sun is setting, sunset kanagawa prefecture, smooth gradation, cinq terre, aoshima, japan shonan enoshima, hashima island, which shows a beach at sunset, sun sunset, the glimmering orange dawn, the sun on the horizon, sunrise, nazare (portugal), sunraise, gradation, it is sunset, dreamlike sunraise"
3298390893722605120.mp4,"an airplane flying over the ocean with a view of the island, view from the sky, very beautiful!! aerial shot, flying over the ocean, jamaica, sapphire waters below, view from above from plane, the city of santa barbara, ariel view, flying rocky island, airborne view, puerto rico, from a bird's eye view, seen from a plane"
1346681446294979128.jpg,"an aerial view of the airport, runway, gigantic landing pad, varadero beach, beautiful magical palm beach, very beautiful!! aerial shot, aerial photography, view from the sky, airport, hd aerial photography, on the runway, perspective shot from the sky, cosmoport, spaceport, aerial photograph, the city of santa barbara, future miramar, aerial view, apron"
1067700258064170341.jpg,"a beach with a body of water and palm trees, mexico, view of the ocean, overlooking the beach, turquoise ocean, panoramic, panorama shot, ocean view, beach is between the two valleys, bird - eye view, deep blue oceans, from a bird's eye view, bird's eye view, the bird's - eye view, sand and sea"
2635948596845249034.jpg,"a pond surrounded by trees and plants, natural botanical gardens, lush vegetation in the center, over grown botanical garden, lush vegetation and ferns, lot of exotic vegetation, filled with plants and habitats, lush vegetation with ferns, garden pond scene, lush vegetation, garden environment, overgrown with aquatic plants, pond with frogs and lilypads, green flora forest"
1974170212907455302_1974170208318940802.jpg,"the sunrise at the infinity pool, vibrant sunrise, vibrant sunset, colorful sunset!!, colorful sunset, colourful sky, violet and yellow sunset, colorful sky, breathtaking colors, pastel colored sunrise, purple sunset, marvellous reflection of the sky, colorful skies, amazing colours, sunrise colors, vaporwave sunset, epic sunset, stunning sunset, heavenly colors, sunset colors, epic sunrise"
1784276138980198069.jpg,"a bird is standing in the water near some trees, mangrove swamp, swamp forest, scene from louisiana swamps, in a swamp, rare bird in the jungle, swamps, mangrove trees, swampy atmosphere, harmony of swamp, marsh vegetation, natural reflections, heron, flooded swamp, inside an alien jungle, inspired by Ralph Burke Tyree, small reeds behind lake"
2966634612966179706_2966634608897611261.jpg,"two men playing golf on a golf course, gunwoo kim and j.dickenson, launching a straight ball, perfect green fairway, giant wooden club, perfect dynamic position, golf course, golf course in background, face and upper body focus, tournament, dynamic shot, distance shot, instagram contest winner, greg rutwoski, facing off in a duel"
817585385881337552.jpg,"a beach with a small island in the background, sparkling cove, breath-taking beautiful beach, mediterranean beach background, beach background, beautiful tropical island beach, beautiful beach, beach landscape, beach on the outer rim, mexico, beach sand background, serene beach setting, white sandy beach, beach setting, white sand beach, calm sea and beach background, the beach"
